    0.915730171601622289E+00    0.361373566987867434E+00    0.217694924499040567E+02   -0.168426476773660596E+03
    0.910688696252382690E+00    0.361554765429510871E+00    0.274617255404147587E+01   -0.168259035335048736E+03
    0.910758539234220454E+00    0.387018002954381601E+00    0.615488171830479036E+01   -0.167293883428317173E+03
    0.917606691372266137E+00    0.321529604218462328E+00    0.482613555379110171E+01   -0.167149163248656777E+03
    0.918580159382311523E+00    0.373551353260226093E+00    0.256581056186374878E+01   -0.166636716913268600E+03
    0.911046792091178004E+00    0.381756613640929443E+00    0.793392205718510768E+00   -0.166542276983824138E+03
    0.914003615755615395E+00    0.417755706213257638E+00    0.480638917917460606E+01   -0.166442691000996518E+03
    0.910919113311532080E+00    0.370044600971879079E+00    0.361954695726543774E+01   -0.166428822965958801E+03
    0.916130002188146553E+00    0.399846683376573531E+00    0.108831530582124558E+01   -0.166388940482572934E+03
    0.912197295531267938E+00    0.372306662130828858E+00    0.126677649725584462E+02   -0.166322566494715772E+03
    0.911180559488306674E+00    0.394904358777026732E+00    0.663630858793781986E+01   -0.166231361558503238E+03
    0.912633221404074546E+00    0.412591766730518061E+00    0.996249218447389495E+01   -0.166174929497577125E+03
    0.914221005735622372E+00    0.385407915475393603E+00    0.185470453711545673E+02   -0.166146819161088956E+03
    0.910965512029344393E+00    0.386351661315546102E+00    0.466542970849954131E+01   -0.166042325592664753E+03
    0.911488074289223071E+00    0.355466073043823882E+00    0.414409775380807677E+01   -0.166009000106325090E+03
    0.915297521775066847E+00    0.408894637361434721E+00    0.103989972265545845E+02   -0.165796602965024817E+03
    0.913260528984142450E+00    0.360015960466577523E+00    0.132261263135296439E+02   -0.165715387032694053E+03
    0.917591183099794483E+00    0.372338492989360004E+00    0.123655861765953397E+02   -0.165680584125451333E+03
    0.919008065355303216E+00    0.360751333621789461E+00    0.403070011562477060E+01   -0.165646211587052733E+03
    0.914914499995697961E+00    0.406278881640803724E+00    0.155682670540072032E+01   -0.165508442783347306E+03
    0.916976240987418922E+00    0.326186562563533455E+00    0.342022041477527194E+01   -0.165482074752318738E+03
    0.914416958395492863E+00    0.354025511632825141E+00    0.137459884558380061E+02   -0.165453609544837349E+03
    0.918476528501341871E+00    0.334109733554744326E+00    0.495110364011732607E+01   -0.165402941110111897E+03
    0.915969636163944556E+00    0.339030669617816582E+00    0.105317490684079118E+02   -0.165371435560997270E+03
    0.917991169264750440E+00    0.366079029419463908E+00    0.108531717435731263E+02   -0.165329709099074307E+03
    0.912326125625695927E+00    0.408427470726564767E+00    0.808649584405106481E+01   -0.165177563148723948E+03
    0.914294602340418594E+00    0.354248637723491244E+00    0.132388946792121587E+02   -0.165160132249962516E+03
    0.917173957825706099E+00    0.383993105896385301E+00    0.255160080667738209E+00   -0.165140193759647417E+03
    0.911975183967390968E+00    0.406530597105512759E+00    0.567529513271144737E+01   -0.165108939359982429E+03
    0.917325038744997823E+00    0.330596851338095299E+00    0.113819563743684049E+01   -0.165080204476962649E+03
    0.911590694517387057E+00    0.369039651847219208E+00    0.729267352020256343E+01   -0.165051937149411145E+03
    0.915642032674584105E+00    0.363943753943517356E+00    0.153707894584423048E+02   -0.164962858095840431E+03
    0.916987091080867067E+00    0.329916485389473435E+00    0.163113465173568839E+01   -0.164896439662174146E+03
    0.914844943238226516E+00    0.379851369072652600E+00    0.165845992156229656E+02   -0.164894287648413126E+03
    0.916360078004787693E+00    0.331079958820711617E+00    0.622559854224309195E+01   -0.164695269146127714E+03
    0.912082685863680798E+00    0.376363259036759823E+00    0.102722558702648019E+02   -0.164689956827397083E+03
    0.911518975745105542E+00    0.382347098758173909E+00    0.724572781982948033E+01   -0.164633497444309938E+03
    0.916698753357948926E+00    0.365769218890820980E+00    0.135583513611552995E+02   -0.164580561557274592E+03
    0.913041465013977094E+00    0.367883336477721312E+00    0.124131843432322917E+02   -0.164491970785798543E+03
    0.917807986299875367E+00    0.361831883086338735E+00    0.103568106150633810E+02   -0.164469342176342224E+03
    0.914250726331288344E+00    0.380500767765787618E+00    0.156811813882804572E+02   -0.164438509958411373E+03
    0.916275070332936092E+00    0.376121573018016964E+00    0.140659406641118050E+02   -0.164363651033632550E+03
    0.911506297972658031E+00    0.368273069692045762E+00    0.418305483033839476E+01   -0.164356493200685691E+03
    0.918410657069664405E+00    0.363975436279593945E+00    0.676164248396072054E+01   -0.164339270560759672E+03
    0.918583604530300857E+00    0.358372933853300379E+00    0.605818280529202902E+01   -0.164326652252262875E+03
    0.914952528010134492E+00    0.336270780224336707E+00    0.717158326127891854E+01   -0.164318058841414938E+03
    0.918130342027481228E+00    0.341313680135977460E+00    0.163493547468359179E+01   -0.164313959582069316E+03
    0.911900925122051231E+00    0.357735558069677162E+00    0.377697527239485353E+01   -0.164299211443768115E+03
    0.917343558601085851E+00    0.332345690292068008E+00    0.373885510533641163E+01   -0.164286534190306270E+03
    0.911634689348304272E+00    0.369025254927957402E+00    0.592028077615420312E+01   -0.164255831152817763E+03
    0.912968157770020938E+00    0.345628313358720796E+00    0.830889635476137367E+00   -0.164252514549538489E+03
    0.915728725667518950E+00    0.389966072481151449E+00    0.134435682612955034E+02   -0.164233444752466966E+03
    0.912647372977251070E+00    0.359257326424375578E+00    0.905425466227767117E+01   -0.164217066763675376E+03
    0.918600678538388227E+00    0.353093495114236711E+00    0.563377077467043019E+01   -0.164199478512117139E+03
    0.918112184997137537E+00    0.372913601251361082E+00    0.463190170560657055E+01   -0.164198160012390673E+03
    0.914567905172059437E+00    0.385898725629570283E+00    0.152627697066707739E+02   -0.164180750369276439E+03
    0.918188997888146119E+00    0.351315041535437800E+00    0.779492182735062578E+01   -0.164101943020482508E+03
    0.914082017688220838E+00    0.383239816966598312E+00    0.150186992847413574E+02   -0.164099227485486153E+03
    0.917717997832385501E+00    0.370079194417163138E+00    0.954440607103592065E+01   -0.164093924849834821E+03
    0.918236023437286497E+00    0.360416565597285521E+00    0.195145757077382243E+01   -0.164066793244454601E+03
    0.916549003104826787E+00    0.332127362491433931E+00    0.501086189161563222E+01   -0.164049938715956330E+03
    0.912036279241723036E+00    0.394147583019790915E+00    0.854283378571323837E+01   -0.164045406695642498E+03
    0.916759176018573929E+00    0.360517879701804267E+00    0.123714139869927457E+02   -0.164033798554837404E+03
    0.915204299510018915E+00    0.400706039453160856E+00    0.191270746697899319E+01   -0.163998411999693275E+03
    0.911769994489291635E+00    0.367388884111496616E+00    0.593157383390501192E+01   -0.163965874943387064E+03
    0.917427261421077223E+00    0.343830386962080015E+00    0.837860839942330671E+01   -0.163922461028911783E+03
    0.916552846853315728E+00    0.352019318640554579E+00    0.113819029161989924E+02   -0.163900727494060504E+03
    0.911844709003194809E+00    0.392950819122093065E+00    0.274554347124908338E+01   -0.163894646084910448E+03
    0.917006254235506635E+00    0.333248887889106504E+00    0.329787402495037973E+01   -0.163882764954978001E+03
    0.912978690638675872E+00    0.374200243260315868E+00    0.121764453922980227E+02   -0.163881095880068841E+03
    0.913992936753966756E+00    0.409192692407400749E+00    0.881794848939239095E+01   -0.163878586554162410E+03
    0.911847184511085040E+00    0.380464159812073266E+00    0.360986010495832177E+00   -0.163868090459347115E+03
    0.914139609859719204E+00    0.338603912628111070E+00    0.557944956080885657E+01   -0.163825355035390430E+03
    0.915456890998444406E+00    0.389128465901795229E+00    0.135264239027961910E+02   -0.163814561687019193E+03
    0.911577823546348753E+00    0.373054183891674995E+00    0.403551714095536518E+01   -0.163795199497497777E+03
    0.913905393379047970E+00    0.340111108731076306E+00    0.109147183508010071E+01   -0.163791081760356747E+03
    0.918459028688800472E+00    0.354991674045067929E+00    0.512307886324845985E+01   -0.163771187295287149E+03
    0.916981694139895831E+00    0.344526597935652212E+00    0.906527920519063812E+01   -0.163766456873295596E+03
    0.913424869083217628E+00    0.410241485327001554E+00    0.664650922462479432E+01   -0.163754758993466965E+03
    0.913060469151995902E+00    0.346938991918895545E+00    0.554256939070545407E+01   -0.163684506197215342E+03
    0.915321036835556878E+00    0.347994503256572274E+00    0.106040721836352034E+02   -0.163679983185388409E+03
    0.917167510308059208E+00    0.338707387086787326E+00    0.678461778329143517E+01   -0.163663416808155489E+03
    0.914710010098891524E+00    0.335382826225208319E+00    0.306266237724070223E+01   -0.163647655560938375E+03
    0.911926141207064389E+00    0.389129831104730650E+00    0.764543773867946630E+01   -0.163630391491970840E+03
    0.913256934225240347E+00    0.367255847856418349E+00    0.116913451258589074E+02   -0.163621813086828723E+03
    0.917937313999317217E+00    0.355140980906500314E+00    0.170851152506927395E+00   -0.163614939381867572E+03
    0.914333376802875519E+00    0.390464552172128720E+00    0.139826441521980076E+02   -0.163611542320871621E+03
    0.913584621177525591E+00    0.341334044295699524E+00    0.366900097994744323E+01   -0.163592282536759399E+03
    0.912296441844055006E+00    0.390467521872276846E+00    0.951193969931093797E+01   -0.163578057712555847E+03
    0.917066539968406813E+00    0.381780764929717964E+00    0.937240408305302530E+01   -0.163574665805314140E+03
    0.914439958502815675E+00    0.338780510552592784E+00    0.666722097937467451E-01   -0.163569927344893841E+03
    0.913169593752844233E+00    0.345046504809403409E+00    0.441534636485536769E+01   -0.163566176727218988E+03
    0.915041724093905162E+00    0.406138481588139311E+00    0.595483658457327092E+01   -0.163563287467285193E+03
    0.915600603586402828E+00    0.364581930966012491E+00    0.134358614453882712E+02   -0.163531684208405835E+03
    0.914557137622842742E+00    0.386077490063803763E+00    0.142325928488019482E+02   -0.163503865274540402E+03
    0.916835858991554065E+00    0.364080102645747694E+00    0.116805126486747426E+02   -0.163498481699781905E+03
    0.918180077623949376E+00    0.356162222011579876E+00    0.260078570278959997E+01   -0.163489082006581782E+03
    0.917714325990594326E+00    0.376019290962865793E+00    0.447702682830085674E+01   -0.163469112792490108E+03
    0.915271243443310900E+00    0.403196630674388767E+00    0.834067760649328527E+01   -0.163462962620382655E+03
    0.918215353645947530E+00    0.348145149217485961E+00    0.514735399409612437E+01   -0.163432825992144160E+03
    0.915772370087071241E+00    0.344578715955158488E+00    0.935634260913287008E+01   -0.163415830035350268E+03
    0.916309949959688397E+00    0.335788731871792867E+00    0.144165131878779529E+01   -0.163412293961862275E+03
    0.916623025263130997E+00    0.375340105701632010E+00    0.118749069883194593E+02   -0.163409724557429570E+03
    0.918191510548660661E+00    0.351864998354534275E+00    0.604633769914532682E+01   -0.163396097425205141E+03
    0.917266250121349658E+00    0.378390844899288314E+00    0.882621326298417763E+01   -0.163391294022147832E+03
    0.914566103464666047E+00    0.348839296985040181E+00    0.975519966785972947E+01   -0.163383269292007014E+03
    0.914497545160466552E+00    0.402715594245923125E+00    0.107351597660489269E+02   -0.163368471461107220E+03
    0.916476253579132871E+00    0.380023468065500580E+00    0.116560376396109131E+02   -0.163316707751497319E+03
    0.917279171412160643E+00    0.340129577007549089E+00    0.628451706244380048E+01   -0.163305671983139831E+03
    0.912673989794866469E+00    0.384294607527073506E+00    0.108183505133617928E+02   -0.163270009755478128E+03
    0.915999264310863981E+00    0.382080099389147165E+00    0.125768983676288464E+02   -0.163269572654665154E+03
    0.914560635977962666E+00    0.400665974432968142E+00    0.165398878144753936E+01   -0.163267347878984367E+03
    0.912232217888710339E+00    0.391128648651128508E+00    0.849456007341885311E+01   -0.163264687683679227E+03
    0.913362523864440834E+00    0.402627772024053532E+00    0.101456637234719835E+02   -0.163262446697980607E+03
    0.914206948137649023E+00    0.343913650550846495E+00    0.724030202425625458E+01   -0.163259313558452334E+03
    0.917108304386781148E+00    0.338062431890040704E+00    0.232451002693730047E+01   -0.163243159345264331E+03
    0.918064541728850325E+00    0.347105052267338898E+00    0.525181936858874643E+01   -0.163238364619816565E+03
    0.917789155468299755E+00    0.351311331881841160E+00    0.111293757895790613E+01   -0.163195825578735395E+03
    0.914629123681900968E+00    0.354329457722147356E+00    0.109869347341255299E+02   -0.163188435195770609E+03
    0.916889577559034441E+00    0.368546263641560568E+00    0.111334919495590441E+02   -0.163183006370428899E+03
    0.916354917345589381E+00    0.335655882027859565E+00    0.493345316476521667E+01   -0.163179764733644447E+03
    0.914908360227531192E+00    0.402074904193833349E+00    0.300367377681753833E+01   -0.163175116465172124E+03
    0.917708389154213044E+00    0.374550569032812530E+00    0.500051672876579101E+01   -0.163171839725788772E+03
    0.913784449235423679E+00    0.342214237664268117E+00    0.458898480506302509E+01   -0.163164862400542773E+03
    0.913845174090346934E+00    0.347236838965094108E+00    0.749080433361710529E+01   -0.163160714060873914E+03
    0.915283732582824361E+00    0.391991896462574152E+00    0.122868524701723860E+02   -0.163158081165839405E+03
    0.915939813211376519E+00    0.337172859696908744E+00    0.100213644065192353E+01   -0.163155917283447934E+03
    0.913566163219482363E+00    0.359371041111988532E+00    0.103048000357941323E+02   -0.163152215475506523E+03
    0.917725064863910367E+00    0.357605976257574898E+00    0.646711565609235151E+00   -0.163136484728333841E+03
    0.915976724416253996E+00    0.389433540276316603E+00    0.818228532221081162E+00   -0.163134321214056627E+03
    0.913088343019910931E+00    0.400716500314323987E+00    0.981426301816027191E+01   -0.163128407373937534E+03
    0.915408792728144238E+00    0.386920478175539428E+00    0.128897022117930931E+02   -0.163122410642571452E+03
    0.912290520723760046E+00    0.360028592466287323E+00    0.231727538542571310E+01   -0.163116514126172973E+03
    0.916658505727385164E+00    0.375460316049084697E+00    0.112947098265823929E+02   -0.163105633085716192E+03
    0.912602262142889642E+00    0.396468392993744811E+00    0.908566827582951220E+01   -0.163105072100384007E+03
    0.917037254630173937E+00    0.337246548206898977E+00    0.399333292875569557E+01   -0.163094272011997788E+03
    0.914281187991343502E+00    0.403809371706310705E+00    0.986263226716698682E+01   -0.163091014219892713E+03
    0.916547189242128191E+00    0.382380164070901640E+00    0.364755803720603344E-01   -0.163086081602168861E+03
    0.914567364936277216E+00    0.401552231836068807E+00    0.105203010613407777E+02   -0.163078481044742517E+03
    0.918007089767424511E+00    0.365767324767757918E+00    0.435987048283956202E+01   -0.163076015706401137E+03
    0.913249799827374309E+00    0.402566608422176675E+00    0.949963233124720929E+01   -0.163074712646416344E+03
    0.917259062984435825E+00    0.356939100229654138E+00    0.955819289190467458E+01   -0.163072640168019291E+03
    0.915514308202850402E+00    0.335882939680697268E+00    0.441724200086079222E+01   -0.163066045182706631E+03
    0.915428196464589949E+00    0.349043609980347558E+00    0.100260093668820858E+02   -0.163065274573205272E+03
    0.914475849697656273E+00    0.375136180296898269E+00    0.136510122658920512E+02   -0.163064650471004796E+03
    0.915917305537681692E+00    0.374817200371989845E+00    0.129051538045203742E+02   -0.163061925011448153E+03
    0.911925556241946822E+00    0.373531656972909853E+00    0.607877559528358713E+01   -0.163054294552578227E+03
    0.913198238373562843E+00    0.401519417264799283E+00    0.969709110098339799E+01   -0.163052955172631187E+03
    0.912404451834037733E+00    0.360150376937125594E+00    0.606798403884362525E+01   -0.163048067319425940E+03
    0.914010039880699621E+00    0.366109783396531607E+00    0.122195526179262863E+02   -0.163032328505878894E+03
    0.912409081476070249E+00    0.395839965797965210E+00    0.809932961456095768E+01   -0.163031226706006009E+03
    0.914434230418328942E+00    0.348954228698613256E+00    0.904388940375456230E+01   -0.163018181166019446E+03
    0.914329200922294638E+00    0.356273109681154165E+00    0.108182542488447684E+02   -0.163009683774738733E+03
    0.915446790407315802E+00    0.399041593910337999E+00    0.910219633061519851E+01   -0.163009445642944939E+03
    0.912065857724880025E+00    0.390559068660293995E+00    0.280365189550198712E+01   -0.163005522718352353E+03
    0.917943673302422214E+00    0.354942819077515459E+00    0.245273282180521912E+01   -0.162994558271287730E+03
    0.917776521110284960E+00    0.368474354688858474E+00    0.693571262668553246E+01   -0.162992798167448370E+03
    0.917898415441622428E+00    0.345567538873042035E+00    0.439251945005142996E+01   -0.162988271087292787E+03
    0.913861113168578099E+00    0.396002108861630120E+00    0.119484816010963062E+02   -0.162960211976343146E+03
    0.915037422573483084E+00    0.368580354817754585E+00    0.131891202556130818E+02   -0.162957460082165767E+03
    0.914860011833409037E+00    0.376290627125968058E+00    0.136244773856571868E+02   -0.162948849836311439E+03
    0.912785918734019597E+00    0.359291830520942879E+00    0.749103451551222310E+01   -0.162941146673086791E+03
    0.914518756290387813E+00    0.395912787611964634E+00    0.120145406078479322E+02   -0.162938448970211795E+03
    0.913726292041025956E+00    0.344756517382139693E+00    0.162219769669080871E+01   -0.162938008043084693E+03
    0.916627515725824238E+00    0.350122253510445958E+00    0.950098157623341244E+01   -0.162936091626046448E+03
    0.917968371493551372E+00    0.347721819531726040E+00    0.435059299907558650E+01   -0.162931026478986894E+03
    0.917418456185672859E+00    0.356950426197471082E+00    0.885794498748620285E+01   -0.162928430407922406E+03
    0.912673538278476193E+00    0.391695911985243228E+00    0.982571673747603391E+01   -0.162928366511980130E+03
    0.914068174496381336E+00    0.389678601446941109E+00    0.129282918970223974E+02   -0.162927586003296767E+03
    0.917469754094462409E+00    0.348022116367268208E+00    0.736504634373977751E+01   -0.162926849677308780E+03
    0.917595240301160797E+00    0.358335658553978642E+00    0.326955213780612097E+00   -0.162921615701791069E+03
    0.918032966051894550E+00    0.360851097316288394E+00    0.572559720188463306E+01   -0.162920042880442367E+03
    0.913983746396720753E+00    0.341713925146931607E+00    0.384157634884160126E+01   -0.162907331494348938E+03
    0.913819691049107319E+00    0.363640831044857449E+00    0.113226929863975716E+02   -0.162901583419566293E+03
    0.916582948556974864E+00    0.390180413117780456E+00    0.490097957644888726E+01   -0.162896796126034957E+03
    0.916581493436269157E+00    0.379895215824994414E+00    0.106188843092376732E+02   -0.162881644632509165E+03
    0.912980628472015332E+00    0.353736399326995132E+00    0.256026583581615175E+00   -0.162856395206070744E+03
    0.917082253299481898E+00    0.378302305363846514E+00    0.236848076663504870E+01   -0.162854447322894544E+03
    0.911827762641799211E+00    0.381806864671856427E+00    0.422719777991615597E+01   -0.162829174036303442E+03
    0.912636502977931641E+00    0.399793199121415976E+00    0.325705887931368299E+01   -0.162828230669074685E+03
    0.913342177812846545E+00    0.394048732365467447E+00    0.113006119658857962E+02   -0.162824919502110049E+03
    0.915956247913554122E+00    0.344153854970084883E+00    0.822066972111959515E+01   -0.162807780716997115E+03
    0.916659553443704200E+00    0.340384823015833005E+00    0.634900033123262197E+01   -0.162807711402624506E+03
    0.913906956131360304E+00    0.401986469045576889E+00    0.100462809045839609E+02   -0.162789608186366081E+03
    0.912728982495977670E+00    0.353659438666306003E+00    0.430306547825750307E+01   -0.162787227201816307E+03
    0.915166780725993112E+00    0.344491961528573920E+00    0.802037362592019498E+01   -0.162760048507757915E+03
    0.915827662253371200E+00    0.339570635720340908E+00    0.634259540743860750E+01   -0.162756596582653060E+03
    0.916315767870842457E+00    0.392809637577610338E+00    0.602626876212620122E+01   -0.162747034606382130E+03
    0.912610135312664661E+00    0.394582459987671996E+00    0.873287242451723067E+01   -0.162738916341672052E+03
    0.913012988095201372E+00    0.353456068785445721E+00    0.615245087671523816E+01   -0.162738713291343061E+03
    0.916317105913266317E+00    0.338748689196775365E+00    0.191682167748454813E+01   -0.162727938595081241E+03
    0.917057922176334084E+00    0.381529092570965567E+00    0.370180669104415339E+01   -0.162724806543775856E+03
