0.750 0.893 -2.412 2.522
1.250 0.546 -1.483 1.937
1.750 0.543 -1.365 1.823
2.250 0.532 -1.239 1.709
2.750 0.409 -0.900 1.492
3.250 0.368 -0.681 1.315
3.750 0.350 -0.504 1.156
4.250 0.327 -0.319 0.993
4.750 0.330 -0.183 0.855
5.250 0.316 -0.029 0.714
5.750 0.347 0.039 0.616
6.250 0.386 0.080 0.535
6.750 0.408 0.145 0.448
7.250 0.454 0.160 0.386
7.750 0.515 0.141 0.344
8.250 0.582 0.107 0.311
8.750 0.642 0.080 0.278
9.250 0.714 0.028 0.258
9.750 0.787 -0.030 0.243
10.250 0.859 -0.090 0.231
10.750 0.935 -0.160 0.224
11.250 1.041 -0.282 0.241
11.750 1.134 -0.385 0.251
12.250 1.228 -0.493 0.264
12.750 1.344 -0.638 0.293
13.250 1.445 -0.759 0.313
13.750 1.569 -0.922 0.352
14.250 1.684 -1.069 0.384
14.750 1.823 -1.261 0.436
15.250 1.961 -1.451 0.488
15.750 2.092 -1.628 0.534
16.250 2.234 -1.826 0.590
16.750 2.401 -2.069 0.666
17.250 2.551 -2.282 0.729
17.750 2.715 -2.522 0.804
18.250 2.901 -2.801 0.897
18.750 3.076 -3.060 0.981
19.250 3.250 -3.318 1.065
19.750 3.442 -3.610 1.165
20.250 3.661 -3.946 1.282
20.750 3.856 -4.245 1.385
21.250 4.078 -4.590 1.508
21.750 4.289 -4.918 1.625
22.250 4.490 -5.230 1.735
22.750 4.719 -5.588 1.864
23.250 4.997 -6.033 2.032
23.750 5.258 -6.452 2.189
24.250 5.480 -6.802 2.318
24.750 5.756 -7.246 2.486
25.250 6.016 -7.667 2.646
25.750 6.286 -8.103 2.812
26.250 6.603 -8.622 3.014
26.750 6.942 -9.184 3.237
27.250 7.233 -9.651 3.415
27.750 7.395 -9.913 3.511
28.250 7.688 -10.394 3.700
28.750 8.178 -11.224 4.042
29.250 8.473 -11.721 4.240
29.750 8.793 -12.245 4.445
30.250 8.962 -12.480 4.517
30.750 9.656 -13.660 5.008
31.250 9.615 -13.581 4.966
31.750 10.195 -14.513 5.332
32.250 10.992 -15.890 5.915
32.750 11.697 -17.051 6.385
33.250 12.216 -17.832 6.676
33.750 11.912 -17.339 6.470
34.250 14.036 -20.869 7.927
34.750 13.269 -19.470 7.297
35.250 14.567 -21.533 8.122
35.750 12.910 -18.753 6.940
36.250 18.210 -27.445 10.495
36.750 16.172 -24.325 9.330
37.250 8.866 -12.198 4.282
37.750 13.870 -20.206 7.484
38.250 21.182 -32.383 12.560
38.750 17.599 -27.056 10.593
39.250 13.409 -18.507 6.531
