    0.100667318465430999E+01    0.581583090894798316E+00    0.680337864207043452E+01    0.178860321733991668E+03   -0.127175993685883526E+02
    0.979557139001252297E+00    0.440212417813602430E+00    0.813610554411538800E+01    0.488882651835355773E+03   -0.126620770078043670E+02
    0.101063741748303837E+01    0.429895158501457098E+00    0.116679446799842115E+02    0.100285671822723793E+04   -0.120543870264992545E+02
    0.101125319373355693E+01    0.489545051486144855E+00    0.131387584267503019E+02    0.113979185715271706E+04   -0.120468095070513996E+02
    0.101744569816215491E+01    0.105441811019056231E+01    0.131541977613327354E+02    0.141656229645842132E+03   -0.120244774902061256E+02
    0.100729386392928744E+01    0.338263156484939820E+00    0.727241316983096464E+01    0.121227505965691762E+04   -0.119900604221881508E+02
    0.999863404240928455E+00    0.482532076469501192E+00    0.120821870205531710E+02    0.128543422931718942E+04   -0.116068393210683496E+02
    0.102265605677157079E+01    0.603806764561927278E+00    0.123554934704377146E+02    0.835991921045539357E+03   -0.111881033055569894E+02
    0.100294820527739881E+01    0.771672407993604259E+00    0.125729808528280564E+02    0.569469811400227627E+03   -0.111535165660125539E+02
    0.983494582527344896E+00    0.539841942534623587E+00    0.124439337594210926E+02    0.889056322984635699E+03   -0.109666689296169366E+02
    0.992414934872853927E+00    0.708984774016585551E+00    0.133758969177690386E+02    0.660297224453330500E+03   -0.108455845548490526E+02
    0.100707907249620576E+01    0.746817967236208080E+00    0.139652683616794864E+02    0.690460337316381128E+03   -0.106458671545484584E+02
    0.992699370461778030E+00    0.765892596359503242E+00    0.464038585958605410E+01    0.634210764476363238E+02   -0.105881343415015206E+02
    0.100364604814964231E+01    0.596357864028646656E+00    0.613509011290024375E+01    0.275337222221455932E+03   -0.105761346365510356E+02
    0.101274840561481683E+01    0.890224976568024684E+00    0.121658691781776476E+02    0.372596887411852776E+03   -0.105223994050708338E+02
    0.100974929162231319E+01    0.462250847950212596E+00    0.119124504508488993E+02    0.124724153384539159E+04   -0.105057593128163838E+02
    0.101900456432621800E+01    0.679463819887759612E+00    0.129015198702409677E+02    0.689568391434995192E+03   -0.103582086090827445E+02
    0.102461610236910583E+01    0.813905183653161335E+00    0.121584480129694477E+02    0.325311026592982444E+03   -0.103484427518159610E+02
    0.101654011639538866E+01    0.535146961522240505E+00    0.117486839055192789E+02    0.715094173390187052E+03   -0.102120240261589572E+02
    0.102195375915394604E+01    0.702533035167414499E+00    0.734197312620955067E+01    0.166922800437313526E+03   -0.101575064747652490E+02
    0.100791899598105439E+01    0.551171273884049295E+00    0.129572997212314736E+02    0.843737180346276318E+03   -0.101228938772827597E+02
    0.100103046702534582E+01    0.739285490578044380E+00    0.132153385868345925E+02    0.434683882340917989E+03   -0.100616888864097547E+02
    0.102225874919112480E+01    0.103765300553029305E+01    0.126246369796803801E+02    0.175008192460995133E+03   -0.100573353550835467E+02
    0.100630878069176632E+01    0.985843478256032579E+00    0.797521657613731971E+01    0.138079084291654453E+03   -0.996346974320966261E+01
    0.101624368657552178E+01    0.535399710515820582E+00    0.101888406007938084E+02    0.501811554772407817E+03   -0.992756983528555281E+01
    0.990685237976333455E+00    0.330206049728535955E+00    0.874962491467031001E+01    0.113656918515416692E+04   -0.986890379073003032E+01
    0.100925291744680301E+01    0.640245078476911700E+00    0.137381085770757423E+02    0.834314615613061278E+03   -0.984109836045988473E+01
    0.100074416151009626E+01    0.798812116990716414E+00    0.545590131363082431E+01    0.495756385893698734E+02   -0.976531967869113515E+01
    0.982773707704793997E+00    0.527141373580625516E+00    0.115380587361153673E+02    0.876405228158264208E+03   -0.973864632199357416E+01
    0.997599356551640670E+00    0.861179138510540843E+00    0.647403812515694632E+01    0.392511361264614607E+02   -0.970855197702272044E+01
    0.986146263231847175E+00    0.423893250506527319E+00    0.715756814994239221E+01    0.554268035566783965E+03   -0.958472205653641041E+01
    0.101873516998439406E+01    0.107137527073062877E+01    0.600671803884864097E+01    0.308561331543148754E+01   -0.956579672631337630E+01
    0.101271215821399574E+01    0.712485439556204692E+00    0.134416513279771053E+02    0.638602336640071599E+03   -0.955484362719349001E+01
    0.100228231959279035E+01    0.348862813479834000E+00    0.943396541201814820E+01    0.112600515959594350E+04   -0.955168168221617009E+01
    0.999512842098597920E+00    0.773980249177389612E+00    0.509857577514071636E+01    0.613743810187359031E+02   -0.954242464943172664E+01
    0.987130815151502583E+00    0.395610782162339192E+00    0.785098489809452182E+01    0.103073986311107342E+04   -0.952626517582182153E+01
    0.100466362993352720E+01    0.516144529519884321E+00    0.657850034219264224E+01    0.407616659060495522E+03   -0.944166381346886752E+01
    0.990684345512216957E+00    0.106537277504398964E+01    0.105816118163307671E+02    0.826137690526222741E+02   -0.941165602767778608E+01
    0.102170377606319884E+01    0.852048684408963863E+00    0.645865577988185180E+01    0.960521175329151902E+02   -0.934747754341194081E+01
    0.102391866245878993E+01    0.569527244233373420E+00    0.102730194312168699E+02    0.636048715041110881E+03   -0.927991425746121479E+01
    0.997336998325180080E+00    0.913400124812282832E+00    0.119473018808169975E+02    0.179757744979802737E+03   -0.926589054540376900E+01
    0.980464667799018530E+00    0.607093485336442140E+00    0.106837391197315714E+02    0.537417998930293379E+03   -0.923047720733192989E+01
    0.996785365482919516E+00    0.107960758516811772E+01    0.110385180415170865E+02    0.149687952293087164E+03   -0.922859700137582273E+01
    0.100041440126483971E+01    0.600193517066033300E+00    0.992934637865100456E+01    0.326178261124691062E+03   -0.915347587284947473E+01
    0.983824740566308975E+00    0.544747787352982904E+00    0.110067553240257006E+02    0.609936008717536197E+03   -0.914100119657971355E+01
    0.996466489911837061E+00    0.524801835004841566E+00    0.118770160432734500E+02    0.734944866691407015E+03   -0.911202721088536371E+01
    0.989855463062806251E+00    0.348353908328412509E+00    0.774299188479879419E+01    0.118055179322341610E+04   -0.908916600582984913E+01
    0.982560251885801650E+00    0.658643280039970413E+00    0.676392369203663790E+01    0.211376763841553156E+03   -0.905980928424682297E+01
    0.100180406065895444E+01    0.627491677297119743E+00    0.109351736775678194E+02    0.712442663843447463E+03   -0.904265424322207423E+01
    0.995319805793197343E+00    0.575128530951367622E+00    0.129558280564302635E+02    0.877927523383924608E+03   -0.900091854519534706E+01
    0.102593870230248418E+01    0.109020166670976959E+01    0.988178093352874498E+01    0.111335609373783655E+03   -0.899232501448794608E+01
    0.101794725261744667E+01    0.534550922576358056E+00    0.895867562422516883E+01    0.436936099316957097E+03   -0.898974718473692569E+01
    0.986101602781333630E+00    0.109740076201034409E+01    0.629393109046288668E+01    0.313820764150555078E+02   -0.897912919680637600E+01
    0.101707972642788880E+01    0.653627731535602940E+00    0.124662748503428702E+02    0.625370197012663766E+03   -0.897296161630123379E+01
    0.101752792250874369E+01    0.115565133818431720E+01    0.111571484736825592E+02    0.670269547056191186E+02   -0.896717728301293704E+01
    0.985416348238745576E+00    0.790944156677219068E+00    0.746807111014347580E+01    0.187272873844496871E+03   -0.890443856585082294E+01
    0.101441984546515429E+01    0.112722193150607408E+01    0.122773056504372811E+02    0.158865173051893862E+03   -0.885232454736565622E+01
    0.101708013871530922E+01    0.132622678327863097E+01    0.100419812761443179E+02    0.243575370192700120E+02   -0.882934928080465475E+01
    0.100887397526406120E+01    0.477191826816751041E+00    0.116478907831363330E+02    0.912598281310237780E+03   -0.881038285058569492E+01
    0.100127406079732673E+01    0.100473201485643449E+01    0.553663705629811176E+01    0.588198206542513162E+02   -0.881033953225891864E+01
    0.994824537379142004E+00    0.812454680808053609E+00    0.127078043277932053E+02    0.374674206606815233E+03   -0.878996909297736373E+01
    0.101016034473424332E+01    0.457864693864092231E+00    0.113992697433162018E+02    0.957724936746407820E+03   -0.878851013323041386E+01
    0.100978946347160226E+01    0.467518672210874286E+00    0.730399524482373863E+01    0.473554372819024138E+03   -0.877860123704697415E+01
    0.100814734668507322E+01    0.890687023303495362E+00    0.131733638824930246E+02    0.311133395707837280E+03   -0.877159897144789369E+01
    0.990310512755177896E+00    0.370196844643011003E+00    0.987729182853300713E+01    0.116134987532024388E+04   -0.874785228281949045E+01
    0.101434374056135201E+01    0.460053088941676902E+00    0.792393780363214884E+01    0.552617110565590565E+03   -0.872658422740466655E+01
    0.983837991343122553E+00    0.396816563252531895E+00    0.991010975561560059E+01    0.116602298845147516E+04   -0.871883508712641309E+01
    0.990614534194350083E+00    0.574741445316771626E+00    0.116096731700717086E+02    0.588962107042704474E+03   -0.869844463412931290E+01
    0.985847852532907076E+00    0.566824690655809760E+00    0.932742611811643485E+01    0.363107615716944338E+03   -0.869260377563122510E+01
    0.100085107059938783E+01    0.106589369097995257E+01    0.122369222162599023E+02    0.171652276198886966E+03   -0.867304247332517164E+01
    0.102406674231138828E+01    0.768388729068298248E+00    0.793842856309028733E+01    0.175398719395185935E+03   -0.866960374442936832E+01
    0.100193900990365736E+01    0.660777479160234549E+00    0.128946800431253106E+02    0.741076823199327919E+03   -0.866940771767049156E+01
    0.988489297313462245E+00    0.481896727637919131E+00    0.118404050368569784E+02    0.101065807796348918E+04   -0.866548271041667206E+01
    0.986550650227826176E+00    0.538500214246387277E+00    0.101910626045936201E+02    0.794614499464348683E+03   -0.865668825964675648E+01
    0.998077731032540716E+00    0.367691446999995342E+00    0.761092898062448420E+01    0.784269399939830691E+03   -0.860753438104133295E+01
    0.996066955649866470E+00    0.388172797912913869E+00    0.984992890876298688E+01    0.128392866033543714E+04   -0.860753231279648645E+01
    0.981764566782034720E+00    0.849177472235494557E+00    0.695294203619943296E+01    0.111570722553870837E+03   -0.859392341503619761E+01
    0.992191910903891361E+00    0.117602931694509394E+01    0.538156874965712273E+01   -0.103413109052337404E+01   -0.859127225718267162E+01
    0.100587889667937769E+01    0.846529666472574216E+00    0.131428631758022405E+02    0.399600656792475320E+03   -0.855607380465467138E+01
    0.993694438018157489E+00    0.524085047743693355E+00    0.112835605602316686E+02    0.660953049906293472E+03   -0.852234169273203790E+01
    0.101678439555415112E+01    0.787621405554027598E+00    0.867266188269736560E+01    0.270566658066002674E+03   -0.851774912640570037E+01
    0.100370458845835775E+01    0.485172188407164140E+00    0.681658420331390325E+01    0.410268595615183358E+03   -0.851584747513821583E+01
    0.989251533201209954E+00    0.374240365848957590E+00    0.930369061398156916E+01    0.963859068462991900E+03   -0.851096573306963933E+01
    0.101743679656283592E+01    0.781860507538979510E+00    0.868120182246842909E+01    0.135911366145876173E+03   -0.849686495636751538E+01
    0.100737400038141089E+01    0.646522432313888951E+00    0.130175046245575636E+02    0.691234868123172646E+03   -0.848836737062273983E+01
    0.100916157108052329E+01    0.561024593375062941E+00    0.128118695462083760E+02    0.951703981101370800E+03   -0.847885613005563599E+01
    0.999490433111573484E+00    0.350387110630292598E+00    0.898515074868905295E+01    0.125380243586378947E+04   -0.845651792550222403E+01
    0.991901475762374418E+00    0.481527826645333390E+00    0.951980765170802634E+01    0.979049706418974893E+03   -0.843594837235243311E+01
