4.000000e+00 1.836114e+00
1.200000e+01 2.869340e-01
2.000000e+01 1.072659e-01
2.800000e+01 4.766099e-02
3.600000e+01 2.746039e-02
4.400000e+01 1.452013e-02
5.200000e+01 8.171512e-03
6.000000e+01 4.405431e-03
6.800000e+01 3.450590e-03
7.600000e+01 2.047397e-03
8.400000e+01 2.354350e-03
9.200000e+01 1.611110e-03
1.000000e+02 1.855172e-03
1.080000e+02 2.559037e-03
1.160000e+02 1.669783e-03
1.240000e+02 4.099170e-04
1.320000e+02 -1.975549e-04
1.400000e+02 -4.476892e-04
1.480000e+02 -4.817281e-04
1.560000e+02 -9.110269e-04
1.640000e+02 -2.795856e-04
1.720000e+02 -1.399990e-03
1.800000e+02 -1.038635e-03
1.880000e+02 -7.975648e-04
1.960000e+02 -5.045765e-04
