    0.805097317695617765E+00    0.238020181655883789E+02    0.182483732700347900E+01   -0.150494611794630170E+09   -0.690775511231546968E+01    1
    0.821229958534240745E+00    0.236792638897895813E+02    0.200800895690917969E+00   -0.102356211071266204E+09   -0.690875511231548245E+01    1
    0.804527997970581055E+00    0.206972330808639526E+02    0.140417754650115967E+01   -0.887837388448291719E+08   -0.690975511231547301E+01    1
    0.805333209037780828E+00    0.242286399006843567E+02    0.165322369337081909E+02   -0.846679233410921544E+08   -0.691075511231547601E+01    1
    0.867170333862304688E+00    0.237980037927627563E+02    0.813252925872802734E+00   -0.825738291353628337E+08   -0.691175511231546658E+01    1
    0.805884146690368675E+00    0.244571998715400696E+02    0.249102991819381714E+02   -0.809153572330850810E+08   -0.691275511231547579E+01    1
    0.806483817100524969E+00    0.236105233430862427E+02    0.132226091623306274E+02   -0.776175803115465939E+08   -0.691375511231547435E+01    1
    0.807967042922973722E+00    0.209936782717704773E+02    0.375568091869354248E+01   -0.752548638447021246E+08   -0.691475511231548357E+01    1
    0.805984044075012229E+00    0.197927772998809814E+02    0.713621377944946289E+00   -0.729194790079644620E+08   -0.691575511231552209E+01    1
    0.807799935340881348E+00    0.242907643318176270E+02    0.256643897294998169E+02   -0.714337891823656112E+08   -0.691675511231554463E+01    1
    0.837997007369995162E+00    0.245928898453712463E+02    0.388164818286895752E+01   -0.713526177059266567E+08   -0.691775511231549967E+01    1
    0.823425245285034246E+00    0.220850288867950439E+02    0.164309799671173096E+01   -0.702862772864889503E+08   -0.691875511231549378E+01    1
    0.804890847206115811E+00    0.225456818938255310E+02    0.181850320100784302E+02   -0.634613889069019258E+08   -0.691975511231551454E+01    1
    0.833857297897338867E+00    0.222059369087219238E+02    0.100845158100128174E+01   -0.630890372726961076E+08   -0.692075511231548113E+01    1
    0.806250858306884810E+00    0.229824528098106384E+02    0.211090600490570068E+02   -0.628551017980842143E+08   -0.692175511231547080E+01    1
    0.900356626510620095E+00    0.229096889495849609E+02    0.864992737770080566E+00   -0.569375072580093816E+08   -0.692275511231549334E+01    1
    0.833590745925903320E+00    0.224848300218582153E+02    0.328101396560668945E+01   -0.553317263652853668E+08   -0.692375511231548746E+01    1
    0.885577249526977583E+00    0.236169457435607910E+02    0.490596771240234375E+01   -0.528698308624249250E+08   -0.692475511231548957E+01    1
    0.110956249237060556E+01    0.249301522970199585E+02    0.104794979095458984E+01   -0.527033234444216341E+08   -0.692575511231552365E+01    1
    0.109102318286895761E+01    0.246753290295600891E+02    0.280171036720275879E+00   -0.521162682580914423E+08   -0.692675511231553909E+01    1
    0.814515948295593262E+00    0.193204760551452637E+02    0.161881685256958008E+01   -0.513029662961680517E+08   -0.692775511231552343E+01    1
    0.823289823532104559E+00    0.205369025468826294E+02    0.221056938171386719E+01   -0.507574717178873718E+08   -0.692875511231550334E+01    1
    0.859068632125854492E+00    0.215913310647010803E+02    0.259615480899810791E+01   -0.499531999912270457E+08   -0.692975511231548769E+01    1
    0.965366411209106490E+00    0.233793556690216064E+02    0.931091308593750000E+00   -0.497662675288214087E+08   -0.693075511231546315E+01    1
    0.862637996673583984E+00    0.220954507589340210E+02    0.406122744083404541E+01   -0.479929112196014002E+08   -0.693175511231550789E+01    1
    0.842216920852661199E+00    0.228211730718612671E+02    0.484988093376159668E+01   -0.465874423538936302E+08   -0.693275511231550912E+01    1
    0.107059183120727530E+01    0.247187376022338867E+02    0.210788547992706299E+01   -0.462668282323234081E+08   -0.693375511231550057E+01    1
    0.100198302268981942E+01    0.236076235771179199E+02    0.186669588088989258E+01   -0.453201400465406477E+08   -0.693475511231554709E+01    1
    0.100385029315948482E+01    0.227063551545143127E+02    0.658464431762695312E-01   -0.426574293731992543E+08   -0.693575511231551811E+01    1
    0.839673805236816451E+00    0.207429185509681702E+02    0.270129740238189697E+01   -0.407970707306790873E+08   -0.693675511231548558E+01    1
    0.876370358467102095E+00    0.235722392797470093E+02    0.905713140964508057E+01   -0.399091520075624064E+08   -0.693775511231549125E+01    1
    0.852363061904907293E+00    0.232943832874298096E+02    0.755453824996948242E+01   -0.394824603006775901E+08   -0.693875511231549424E+01    1
    0.954242157936096236E+00    0.241438433527946472E+02    0.401883065700531006E+01   -0.389728656638737991E+08   -0.693975511231547948E+01    1
    0.119178748130798340E+01    0.232390642166137695E+02    0.652611851692199707E+00   -0.376549672979069352E+08   -0.694075511231545761E+01    1
    0.101572413444519039E+01    0.220786392688751221E+02    0.533528923988342285E+00   -0.364744469282272160E+08   -0.694175511231546682E+01    1
    0.880455279350280784E+00    0.244388356804847717E+02    0.126198810338973999E+02   -0.362968797830333561E+08   -0.694275511231551334E+01    1
    0.987194633483886697E+00    0.221295341849327087E+02    0.185153245925903320E+01   -0.359950852809310779E+08   -0.694375511231550835E+01    1
    0.848610973358154386E+00    0.235925927758216858E+02    0.896312534809112549E+01   -0.347825825253497139E+08   -0.694475511231550335E+01    1
    0.868436741828918501E+00    0.191118344664573669E+02    0.428704619407653809E+00   -0.345909943571465462E+08   -0.694575511231551523E+01    1
    0.870254993438720703E+00    0.228342339396476746E+02    0.998764693737030029E+01   -0.336272536360078454E+08   -0.694675511231552090E+01    1
    0.117175688743591300E+01    0.225151941180229187E+02    0.301768183708190918E+00   -0.334943785085279346E+08   -0.694775511231551945E+01    1
    0.828444838523864746E+00    0.220461174845695496E+02    0.781491458415985107E+01   -0.331206754719731696E+08   -0.694875511231547005E+01    1
