# SNR	bias	stderr	conf_int_low	conf_int_high	samples_dir	n_samples
4.704430225581057	0.012301106051023858	0.16278862971579852	4.385370374245465	5.02349007691665	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled0.7-50	500
5.472295215983018	0.014204238450425066	0.18670840063219976	5.106353475132831	5.838236956833205	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled0.75-50	500
6.174401118131703	0.01510855749335871	0.1967218986558517	5.788833281795895	6.559968954467511	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled0.8-50	500
6.847074998293498	0.01653445096848838	0.21415691839286974	6.42733515120339	7.266814845383606	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled0.87-50	500
6.803577063892922	0.016688026424652058	0.21894827382226867	6.3744463327240615	7.232707795061782	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled0.93-50	500
6.138780383731976	0.014763227479357433	0.19392994654207435	5.758684672985732	6.51887609447822	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled1.0-50	500
4.6398597060975835	0.011305802280757504	0.14844979167046382	4.348903460911	4.930815951284167	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled1.07-50	500
3.439391075566884	0.008479280452263094	0.11344232057770422	3.2170482129119367	3.6617339382218312	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled1.13-50	500
2.299701304130173	0.005744552785986734	0.08660690035870383	2.1299548986144643	2.4694477096458813	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled1.18-50	500
2.0889479327788787	0.005065739609972919	0.07945806317094625	1.9332129906825155	2.2446828748752417	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled1.19-50	500
1.2215594357628585	0.003065505055743545	0.059927827721445656	1.104103051757104	1.339015819768613	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled1.25-50	500
0.37924529503838733	0.0008340432880341586	0.04559672738714484	0.2898773515466923	0.46861323853008235	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon_nods/box1/redshift/smooth/flat_0.25/tpcf_void_mock_nowt_R-scaled1.33-50	494
