4.000000e+00 1.952100e+00
1.200000e+01 2.921082e-01
2.000000e+01 1.117589e-01
2.800000e+01 5.356670e-02
3.600000e+01 2.796521e-02
4.400000e+01 1.782641e-02
5.200000e+01 1.146261e-02
6.000000e+01 8.616229e-03
6.800000e+01 8.540876e-03
7.600000e+01 5.972264e-03
8.400000e+01 4.366693e-03
9.200000e+01 4.962077e-03
1.000000e+02 3.068307e-03
1.080000e+02 1.739001e-03
1.160000e+02 1.681819e-03
1.240000e+02 7.674839e-04
1.320000e+02 6.167999e-04
1.400000e+02 6.760896e-05
1.480000e+02 -2.441289e-04
1.560000e+02 -9.035235e-04
1.640000e+02 -1.229871e-03
1.720000e+02 -6.136080e-04
1.800000e+02 -1.000994e-03
1.880000e+02 -5.443587e-04
1.960000e+02 1.782523e-04
