0.250 3.382 3.094 0.838
0.750 3.363 3.092 0.908
1.250 3.117 2.709 0.755
1.750 2.935 2.433 0.647
2.250 2.751 2.164 0.551
2.750 2.560 1.887 0.450
3.250 2.372 1.629 0.367
3.750 2.200 1.395 0.293
4.250 2.047 1.196 0.235
4.750 1.916 1.030 0.191
5.250 1.807 0.895 0.155
5.750 1.715 0.782 0.128
6.250 1.635 0.687 0.107
6.750 1.564 0.606 0.090
7.250 1.502 0.536 0.077
7.750 1.445 0.473 0.066
8.250 1.392 0.417 0.058
8.750 1.344 0.366 0.051
9.250 1.298 0.320 0.045
9.750 1.255 0.277 0.041
10.250 1.215 0.237 0.038
10.750 1.175 0.200 0.036
11.250 1.138 0.165 0.034
11.750 1.102 0.132 0.034
12.250 1.066 0.102 0.034
12.750 1.033 0.073 0.035
13.250 1.000 0.045 0.036
13.750 0.967 0.019 0.038
14.250 0.936 -0.006 0.040
14.750 0.905 -0.029 0.043
15.250 0.875 -0.052 0.046
15.750 0.845 -0.073 0.050
16.250 0.816 -0.093 0.054
16.750 0.788 -0.112 0.059
17.250 0.760 -0.130 0.064
17.750 0.733 -0.148 0.069
18.250 0.707 -0.164 0.074
18.750 0.681 -0.179 0.080
19.250 0.655 -0.194 0.086
19.750 0.630 -0.207 0.092
20.250 0.605 -0.220 0.099
20.750 0.581 -0.232 0.105
21.250 0.558 -0.243 0.112
21.750 0.534 -0.253 0.119
22.250 0.512 -0.263 0.126
22.750 0.490 -0.271 0.133
23.250 0.468 -0.279 0.140
23.750 0.447 -0.287 0.147
24.250 0.427 -0.294 0.154
24.750 0.407 -0.300 0.162
25.250 0.387 -0.305 0.169
25.750 0.368 -0.309 0.176
26.250 0.350 -0.314 0.183
26.750 0.332 -0.318 0.191
27.250 0.314 -0.320 0.197
27.750 0.298 -0.324 0.204
28.250 0.281 -0.325 0.211
28.750 0.266 -0.326 0.216
29.250 0.250 -0.326 0.222
29.750 0.235 -0.326 0.228
30.250 0.221 -0.327 0.234
30.750 0.208 -0.326 0.240
31.250 0.195 -0.328 0.249
31.750 0.181 -0.327 0.255
32.250 0.167 -0.323 0.259
32.750 0.157 -0.322 0.262
33.250 0.145 -0.321 0.269
33.750 0.131 -0.311 0.266
34.250 0.121 -0.312 0.276
34.750 0.110 -0.312 0.283
35.250 0.100 -0.301 0.278
35.750 0.096 -0.307 0.285
36.250 0.088 -0.309 0.296
36.750 0.082 -0.305 0.295
37.250 0.071 -0.305 0.306
37.750 0.065 -0.295 0.297
38.250 0.053 -0.252 0.254
38.750 0.040 -0.285 0.312
39.250 0.029 -0.253 0.286
39.750 0.040 -0.271 0.290
40.250 0.021 -0.208 0.237
40.750 0.019 -0.140 0.148
41.250 0.027 -0.202 0.211
