0.250 3.433 3.089 0.835
0.750 3.137 2.738 0.770
1.250 2.841 2.280 0.585
1.750 2.742 2.131 0.527
2.250 2.647 2.003 0.488
2.750 2.540 1.848 0.434
3.250 2.416 1.678 0.378
3.750 2.290 1.509 0.326
4.250 2.170 1.349 0.277
4.750 2.054 1.200 0.235
5.250 1.948 1.067 0.200
5.750 1.849 0.945 0.169
6.250 1.761 0.837 0.142
6.750 1.679 0.742 0.121
7.250 1.604 0.655 0.103
7.750 1.535 0.577 0.088
8.250 1.472 0.508 0.076
8.750 1.413 0.444 0.065
9.250 1.358 0.386 0.057
9.750 1.306 0.333 0.051
10.250 1.258 0.284 0.046
10.750 1.212 0.240 0.042
11.250 1.167 0.198 0.040
11.750 1.125 0.159 0.038
12.250 1.084 0.122 0.038
12.750 1.044 0.088 0.038
13.250 1.006 0.056 0.039
13.750 0.969 0.025 0.041
14.250 0.933 -0.003 0.044
14.750 0.898 -0.030 0.047
15.250 0.864 -0.055 0.050
15.750 0.831 -0.079 0.055
16.250 0.799 -0.101 0.060
16.750 0.767 -0.122 0.065
17.250 0.737 -0.142 0.070
17.750 0.707 -0.160 0.076
18.250 0.677 -0.177 0.082
18.750 0.649 -0.193 0.089
19.250 0.621 -0.209 0.096
19.750 0.594 -0.223 0.103
20.250 0.567 -0.236 0.111
20.750 0.541 -0.248 0.118
21.250 0.516 -0.259 0.125
21.750 0.492 -0.269 0.133
22.250 0.468 -0.278 0.141
22.750 0.445 -0.286 0.149
23.250 0.422 -0.294 0.157
23.750 0.401 -0.301 0.165
24.250 0.380 -0.307 0.173
24.750 0.360 -0.312 0.181
25.250 0.340 -0.316 0.189
25.750 0.321 -0.320 0.197
26.250 0.302 -0.323 0.204
26.750 0.285 -0.326 0.212
27.250 0.267 -0.328 0.220
27.750 0.251 -0.330 0.226
28.250 0.236 -0.331 0.233
28.750 0.221 -0.331 0.240
29.250 0.206 -0.330 0.245
29.750 0.192 -0.330 0.252
30.250 0.178 -0.332 0.263
30.750 0.165 -0.331 0.269
31.250 0.154 -0.331 0.274
31.750 0.141 -0.333 0.285
32.250 0.129 -0.329 0.289
32.750 0.119 -0.329 0.297
33.250 0.110 -0.337 0.313
33.750 0.103 -0.334 0.312
34.250 0.089 -0.336 0.330
34.750 0.084 -0.342 0.339
35.250 0.079 -0.357 0.361
35.750 0.068 -0.341 0.353
36.250 0.047 -0.362 0.406
36.750 0.064 -0.362 0.374
37.250 0.068 -0.321 0.316
37.750 0.047 -0.354 0.385
38.250 0.043 -0.389 0.434
38.750 0.061 -0.343 0.348
39.250 0.072 -0.498 0.509
