    0.826416659355163619E+00    0.198125517368316650E+02    0.189651489257812500E+01   -0.202339576307613611E+09   -0.690775511231546968E+01    1
    0.815727138519287132E+00    0.187895691394805908E+02    0.117356181144714355E+01   -0.173567167167035162E+09   -0.690875511231548245E+01    1
    0.864637231826782315E+00    0.190311098098754883E+02    0.644649267196655273E+00   -0.138601477006113350E+09   -0.690975511231547301E+01    1
    0.851036715507507369E+00    0.192287862300872803E+02    0.359878063201904297E+01   -0.130994982311259031E+09   -0.691075511231547601E+01    1
    0.919798541069030806E+00    0.190570294857025146E+02    0.751326084136962891E+00   -0.120256522387086749E+09   -0.691175511231546658E+01    1
    0.922820591926574729E+00    0.191894149780273438E+02    0.147492051124572754E+01   -0.117850520889921248E+09   -0.691275511231547579E+01    1
    0.864202213287353582E+00    0.199008262157440186E+02    0.438945531845092773E+01   -0.114733044335126862E+09   -0.691375511231547435E+01    1
    0.856978082656860374E+00    0.191639971733093262E+02    0.401289463043212891E+01   -0.113071349351129115E+09   -0.691475511231548357E+01    1
    0.998782587051391557E+00    0.198084330558776855E+02    0.128175258636474609E+01   -0.109103239167629659E+09   -0.691575511231552209E+01    1
    0.905231380462646507E+00    0.188766241073608398E+02    0.217839121818542480E+01   -0.104363672779582515E+09   -0.691675511231554463E+01    1
    0.805341482162475586E+00    0.174517714977264404E+02    0.330913424491882324E+01   -0.103120052400037780E+09   -0.691775511231549967E+01    1
    0.101913592815399179E+01    0.195311880111694336E+02    0.111276268959045410E+01   -0.999913483943660557E+08   -0.691875511231549378E+01    1
    0.814931869506835938E+00    0.168456232547760010E+02    0.272496461868286133E+01   -0.986092235413793623E+08   -0.691975511231551454E+01    1
    0.824177193641662642E+00    0.174599218368530273E+02    0.411209940910339355E+01   -0.955070643217006177E+08   -0.692075511231548113E+01    1
    0.909876561164855935E+00    0.188988971710205078E+02    0.319801330566406250E+01   -0.936457546860258728E+08   -0.692175511231547080E+01    1
    0.998866820335388206E+00    0.191245436668395996E+02    0.149941205978393555E+01   -0.931284639557749927E+08   -0.692275511231549334E+01    1
    0.829536962509155318E+00    0.185951876640319824E+02    0.595618367195129395E+01   -0.925537863803828359E+08   -0.692375511231548746E+01    1
    0.107214918136596671E+01    0.189117133617401123E+02    0.134670376777648926E+01   -0.920054643235016167E+08   -0.692475511231548957E+01    1
    0.109493145942687997E+01    0.193462681770324707E+02    0.203495502471923828E+01   -0.907588749547106177E+08   -0.692575511231552365E+01    1
    0.809663915634155296E+00    0.171788251399993896E+02    0.425333023071289062E+01   -0.861619995593961626E+08   -0.692675511231553909E+01    1
    0.804687142372131348E+00    0.161414670944213867E+02    0.257737398147583008E+01   -0.821223066105875969E+08   -0.692775511231552343E+01    1
    0.862440705299377441E+00    0.195282733440399170E+02    0.618800044059753418E+01   -0.818793350010758489E+08   -0.692875511231550334E+01    1
    0.106565437316894540E+01    0.193276858329772949E+02    0.297796249389648438E+01   -0.792722484439674318E+08   -0.692975511231548769E+01    1
    0.876005029678344815E+00    0.196806955337524414E+02    0.614939093589782715E+01   -0.775764317593235075E+08   -0.693075511231546315E+01    1
    0.932696104049682617E+00    0.185966396331787109E+02    0.364340066909790039E+01   -0.775366528818863183E+08   -0.693175511231550789E+01    1
    0.977873754501342729E+00    0.175120687484741211E+02    0.399371385574340820E+00   -0.760009939860272855E+08   -0.693275511231550912E+01    1
    0.838900351524353050E+00    0.188557982444763184E+02    0.763502120971679688E+01   -0.751150564590008408E+08   -0.693375511231550057E+01    1
    0.108090903759002677E+01    0.177356719970703125E+02    0.832375288009643555E+00   -0.741195890749723017E+08   -0.693475511231554709E+01    1
    0.110581939220428471E+01    0.188857126235961914E+02    0.275322914123535156E+01   -0.710633783101640493E+08   -0.693575511231551811E+01    1
    0.883610177040100142E+00    0.165644013881683350E+02    0.132995367050170898E+01   -0.684122937638527453E+08   -0.693675511231548558E+01    1
    0.921318197250366233E+00    0.182182264328002930E+02    0.423382759094238281E+01   -0.674861977089132667E+08   -0.693775511231549125E+01    1
    0.829811811447143555E+00    0.197707128524780273E+02    0.989421010017395020E+01   -0.651322429593732804E+08   -0.693875511231549424E+01    1
    0.115975136756896968E+01    0.193911075592041016E+02    0.301875233650207520E+01   -0.629490709940878972E+08   -0.693975511231547948E+01    1
    0.107922260761260991E+01    0.182162916660308838E+02    0.303752541542053223E+01   -0.620164173414667472E+08   -0.694075511231545761E+01    1
    0.110447201728820810E+01    0.198223054409027100E+02    0.445297479629516602E+01   -0.611932594785002545E+08   -0.694175511231546682E+01    1
    0.987638163566589400E+00    0.187914931774139404E+02    0.429516911506652832E+01   -0.611783764410455823E+08   -0.694275511231551334E+01    1
    0.118810467720031721E+01    0.182623088359832764E+02    0.180759906768798828E+01   -0.600766190033975020E+08   -0.694375511231550835E+01    1
    0.956227087974548362E+00    0.163102436065673828E+02    0.891598463058471680E+00   -0.595541332933866382E+08   -0.694475511231550335E+01    1
    0.814463543891906783E+00    0.173560929298400879E+02    0.694767951965332031E+01   -0.594899204906654134E+08   -0.694575511231551523E+01    1
    0.867671585083007901E+00    0.185072076320648193E+02    0.667066454887390137E+01   -0.581691244872051179E+08   -0.694675511231552090E+01    1
    0.804597043991088889E+00    0.144173836708068848E+02    0.134015440940856934E+01   -0.580248044393950626E+08   -0.694775511231551945E+01    1
    0.113281657695770255E+01    0.186122298240661621E+02    0.311042428016662598E+01   -0.562548645930064395E+08   -0.694875511231547005E+01    1
    0.106064233779907235E+01    0.184454941749572754E+02    0.399377822875976562E+01   -0.537451979512162507E+08   -0.694975511231546506E+01    1
    0.811472129821777410E+00    0.152555501461029053E+02    0.429717540740966797E+01   -0.535806425271970108E+08   -0.695075511231549914E+01    1
    0.935474824905395463E+00    0.182841992378234863E+02    0.535616755485534668E+01   -0.534201643932679221E+08   -0.695175511231552257E+01    1
    0.891657018661499046E+00    0.187010455131530762E+02    0.669221043586730957E+01   -0.527287207465433702E+08   -0.695275511231550336E+01    1
    0.986364722251892090E+00    0.171542489528656006E+02    0.316072821617126465E+01   -0.513904397340624109E+08   -0.695375511231547883E+01    1
    0.949304366111755393E+00    0.194592702388763428E+02    0.659073829650878906E+01   -0.501384074089346975E+08   -0.695475511231550136E+01    1
    0.116205198764801021E+01    0.168859434127807617E+02    0.838394165039062500E+00   -0.491768471557633430E+08   -0.695575511231551680E+01    1
    0.892664003372192427E+00    0.158713197708129883E+02    0.279067277908325195E+01   -0.483127085881552845E+08   -0.695675511231548427E+01    1
    0.818438911437988303E+00    0.164383828639984131E+02    0.703987598419189453E+01   -0.478303936314831525E+08   -0.695775511231548727E+01    1
    0.934193086624145463E+00    0.175869762897491455E+02    0.520028829574584961E+01   -0.472884511399122626E+08   -0.695875511231550270E+01    1
    0.989981603622436479E+00    0.193543732166290283E+02    0.640120267868041992E+01   -0.469095646709423140E+08   -0.695975511231551458E+01    1
