2.106200000000000000e+04 2.148200000000000000e+04 2.098100000000000000e+04 1.968400000000000000e+04 2.063800000000000000e+04 2.096500000000000000e+04 1.973600000000000000e+04 2.027900000000000000e+04 2.093300000000000000e+04 1.952300000000000000e+04
2.330600000000000000e+04 2.330700000000000000e+04 2.224400000000000000e+04 2.180600000000000000e+04 2.262000000000000000e+04 2.225400000000000000e+04 2.201600000000000000e+04 2.265000000000000000e+04 2.200700000000000000e+04 2.236600000000000000e+04
2.501200000000000000e+04 2.439500000000000000e+04 2.449400000000000000e+04 2.360500000000000000e+04 2.346200000000000000e+04 2.421500000000000000e+04 2.420300000000000000e+04 2.465900000000000000e+04 2.420300000000000000e+04 2.486100000000000000e+04
2.582800000000000000e+04 2.667100000000000000e+04 2.709200000000000000e+04 2.603000000000000000e+04 2.607900000000000000e+04 2.679100000000000000e+04 2.684800000000000000e+04 2.639500000000000000e+04 2.592800000000000000e+04 2.751800000000000000e+04
2.826500000000000000e+04 2.839600000000000000e+04 2.838100000000000000e+04 2.781900000000000000e+04 2.780400000000000000e+04 2.928900000000000000e+04 2.839700000000000000e+04 2.801800000000000000e+04 2.754000000000000000e+04 2.939400000000000000e+04
3.007300000000000000e+04 3.003900000000000000e+04 3.022300000000000000e+04 3.055800000000000000e+04 3.036400000000000000e+04 3.045200000000000000e+04 2.953900000000000000e+04 2.973800000000000000e+04 2.994200000000000000e+04 3.122600000000000000e+04
3.191000000000000000e+04 3.171200000000000000e+04 3.212800000000000000e+04 3.266500000000000000e+04 3.234000000000000000e+04 3.232200000000000000e+04 3.256200000000000000e+04 3.143600000000000000e+04 3.176800000000000000e+04 3.308600000000000000e+04
3.398400000000000000e+04 3.278600000000000000e+04 3.403400000000000000e+04 3.420400000000000000e+04 3.476100000000000000e+04 3.370000000000000000e+04 3.347400000000000000e+04 3.350800000000000000e+04 3.404300000000000000e+04 3.494900000000000000e+04
3.661300000000000000e+04 3.598400000000000000e+04 3.579300000000000000e+04 3.568600000000000000e+04 3.633200000000000000e+04 3.491000000000000000e+04 3.699200000000000000e+04 3.727100000000000000e+04 3.578100000000000000e+04 3.588500000000000000e+04
3.780700000000000000e+04 3.814800000000000000e+04 3.734600000000000000e+04 3.792700000000000000e+04 3.750600000000000000e+04 3.716400000000000000e+04 3.847200000000000000e+04 3.826200000000000000e+04 3.785300000000000000e+04 3.839200000000000000e+04
4.086200000000000000e+04 3.950000000000000000e+04 4.016600000000000000e+04 4.001700000000000000e+04 3.999900000000000000e+04 3.963200000000000000e+04 4.049500000000000000e+04 4.027300000000000000e+04 3.988800000000000000e+04 3.861400000000000000e+04
4.189200000000000000e+04 4.235400000000000000e+04 4.328800000000000000e+04 4.260900000000000000e+04 4.116300000000000000e+04 4.131500000000000000e+04 4.161100000000000000e+04 4.220500000000000000e+04 4.191100000000000000e+04 4.116800000000000000e+04
4.351000000000000000e+04 4.461200000000000000e+04 4.448900000000000000e+04 4.450300000000000000e+04 4.347700000000000000e+04 4.334100000000000000e+04 4.482100000000000000e+04 4.362600000000000000e+04 4.357800000000000000e+04 4.267600000000000000e+04
4.530000000000000000e+04 4.602800000000000000e+04 4.638400000000000000e+04 4.636800000000000000e+04 4.550400000000000000e+04 4.665500000000000000e+04 4.689600000000000000e+04 4.555700000000000000e+04 4.569000000000000000e+04 4.514300000000000000e+04
4.655300000000000000e+04 4.803400000000000000e+04 4.812900000000000000e+04 4.775000000000000000e+04 4.773500000000000000e+04 4.870400000000000000e+04 4.860300000000000000e+04 4.850000000000000000e+04 4.809100000000000000e+04 4.810600000000000000e+04
4.943600000000000000e+04 4.951600000000000000e+04 5.050800000000000000e+04 4.888600000000000000e+04 5.082300000000000000e+04 4.978800000000000000e+04 4.995000000000000000e+04 4.914300000000000000e+04 4.949700000000000000e+04 4.996100000000000000e+04
5.080100000000000000e+04 5.180600000000000000e+04 5.248500000000000000e+04 5.146900000000000000e+04 5.355100000000000000e+04 5.217100000000000000e+04 5.133800000000000000e+04 5.185200000000000000e+04 5.210300000000000000e+04 5.172700000000000000e+04
5.256200000000000000e+04 5.372000000000000000e+04 5.471300000000000000e+04 5.355900000000000000e+04 5.456800000000000000e+04 5.340000000000000000e+04 5.351100000000000000e+04 5.444000000000000000e+04 5.420600000000000000e+04 5.485100000000000000e+04
5.554000000000000000e+04 5.542100000000000000e+04 5.624500000000000000e+04 5.639000000000000000e+04 5.578900000000000000e+04 5.488000000000000000e+04 5.548500000000000000e+04 5.493800000000000000e+04 5.671400000000000000e+04 5.589300000000000000e+04
5.755800000000000000e+04 5.720600000000000000e+04 5.774600000000000000e+04 5.784100000000000000e+04 5.922400000000000000e+04 5.785900000000000000e+04 5.822400000000000000e+04 5.690600000000000000e+04 5.795700000000000000e+04 5.717900000000000000e+04
5.968200000000000000e+04 5.936700000000000000e+04 6.002400000000000000e+04 5.905500000000000000e+04 6.004700000000000000e+04 5.997300000000000000e+04 5.930800000000000000e+04 5.860600000000000000e+04 6.027700000000000000e+04 5.925600000000000000e+04
6.189100000000000000e+04 6.186700000000000000e+04 6.221400000000000000e+04 6.078400000000000000e+04 6.220600000000000000e+04 6.112100000000000000e+04 6.100700000000000000e+04 6.164100000000000000e+04 6.149600000000000000e+04 6.122800000000000000e+04
6.404800000000000000e+04 6.377400000000000000e+04 6.372900000000000000e+04 6.269100000000000000e+04 6.375700000000000000e+04 6.318500000000000000e+04 6.371800000000000000e+04 6.330800000000000000e+04 6.387400000000000000e+04 6.330200000000000000e+04
6.582200000000000000e+04 6.582500000000000000e+04 6.510100000000000000e+04 6.579900000000000000e+04 6.564600000000000000e+04 6.658900000000000000e+04 6.484400000000000000e+04 6.617000000000000000e+04 6.608100000000000000e+04 6.495400000000000000e+04
6.729900000000000000e+04 6.785800000000000000e+04 6.753600000000000000e+04 6.856100000000000000e+04 6.782000000000000000e+04 6.822800000000000000e+04 6.520400000000000000e+04 6.681300000000000000e+04 6.688900000000000000e+04 6.621000000000000000e+04
6.908000000000000000e+04 7.004000000000000000e+04 6.944500000000000000e+04 6.951900000000000000e+04 7.001300000000000000e+04 6.921700000000000000e+04 6.775100000000000000e+04 6.917500000000000000e+04 6.966100000000000000e+04 6.901400000000000000e+04
7.168700000000000000e+04 7.239300000000000000e+04 7.212800000000000000e+04 7.048300000000000000e+04 7.306800000000000000e+04 7.208800000000000000e+04 7.001900000000000000e+04 7.188800000000000000e+04 7.104100000000000000e+04 7.134000000000000000e+04
7.288100000000000000e+04 7.276600000000000000e+04 7.372400000000000000e+04 7.281400000000000000e+04 7.472900000000000000e+04 7.260300000000000000e+04 7.233300000000000000e+04 7.273000000000000000e+04 7.375900000000000000e+04 7.188200000000000000e+04
7.503000000000000000e+04 7.466300000000000000e+04 7.539300000000000000e+04 7.467700000000000000e+04 7.602600000000000000e+04 7.513700000000000000e+04 7.549000000000000000e+04 7.621600000000000000e+04 7.584200000000000000e+04 7.569900000000000000e+04
7.686000000000000000e+04 7.567700000000000000e+04 7.830100000000000000e+04 7.749300000000000000e+04 7.677900000000000000e+04 7.613900000000000000e+04 7.836600000000000000e+04 7.746900000000000000e+04 7.667400000000000000e+04 7.902100000000000000e+04
8.015000000000000000e+04 7.941100000000000000e+04 7.941100000000000000e+04 7.852100000000000000e+04 7.941500000000000000e+04 7.910200000000000000e+04 7.876200000000000000e+04 7.997000000000000000e+04 7.801900000000000000e+04 8.132600000000000000e+04
8.183500000000000000e+04 8.125800000000000000e+04 8.279400000000000000e+04 8.123700000000000000e+04 8.192200000000000000e+04 8.200200000000000000e+04 8.235600000000000000e+04 8.070500000000000000e+04 8.071700000000000000e+04 8.183500000000000000e+04
8.385700000000000000e+04 8.195000000000000000e+04 8.444800000000000000e+04 8.339800000000000000e+04 8.276800000000000000e+04 8.430900000000000000e+04 8.339400000000000000e+04 8.257000000000000000e+04 8.342500000000000000e+04 8.295400000000000000e+04
8.485000000000000000e+04 8.381100000000000000e+04 8.460000000000000000e+04 8.475400000000000000e+04 8.429200000000000000e+04 8.705300000000000000e+04 8.562100000000000000e+04 8.535700000000000000e+04 8.578400000000000000e+04 8.537500000000000000e+04
8.689500000000000000e+04 8.459800000000000000e+04 8.700000000000000000e+04 8.664200000000000000e+04 8.707800000000000000e+04 8.794600000000000000e+04 8.692100000000000000e+04 8.677300000000000000e+04 8.721900000000000000e+04 8.735700000000000000e+04
8.968700000000000000e+04 8.848900000000000000e+04 8.987400000000000000e+04 8.925200000000000000e+04 8.837200000000000000e+04 8.875800000000000000e+04 9.038100000000000000e+04 8.989800000000000000e+04 8.899700000000000000e+04 8.787900000000000000e+04
9.166100000000000000e+04 9.135700000000000000e+04 9.050100000000000000e+04 9.025700000000000000e+04 8.860600000000000000e+04 9.179500000000000000e+04 9.204900000000000000e+04 9.125900000000000000e+04 9.101300000000000000e+04 9.030300000000000000e+04
9.263600000000000000e+04 9.203000000000000000e+04 9.221600000000000000e+04 9.141700000000000000e+04 9.098500000000000000e+04 9.217000000000000000e+04 9.364700000000000000e+04 9.305800000000000000e+04 9.248600000000000000e+04 9.178500000000000000e+04
9.312400000000000000e+04 9.312900000000000000e+04 9.418200000000000000e+04 9.348600000000000000e+04 9.236900000000000000e+04 9.323700000000000000e+04 9.258800000000000000e+04 9.439900000000000000e+04 9.491800000000000000e+04 9.494700000000000000e+04
9.671500000000000000e+04 9.630400000000000000e+04 9.533600000000000000e+04 9.680000000000000000e+04 9.535300000000000000e+04 9.703300000000000000e+04 9.570500000000000000e+04 9.639000000000000000e+04 9.657200000000000000e+04 9.621000000000000000e+04
9.840100000000000000e+04 9.928400000000000000e+04 9.761500000000000000e+04 9.880900000000000000e+04 9.768100000000000000e+04 1.005520000000000000e+05 9.846600000000000000e+04 9.939800000000000000e+04 9.827200000000000000e+04 9.951500000000000000e+04
1.016880000000000000e+05 1.026610000000000000e+05 1.001150000000000000e+05 9.973900000000000000e+04 1.005590000000000000e+05 1.015380000000000000e+05 1.007590000000000000e+05 1.014900000000000000e+05 1.006430000000000000e+05 1.016670000000000000e+05
1.026980000000000000e+05 1.037110000000000000e+05 1.019840000000000000e+05 1.009830000000000000e+05 1.013820000000000000e+05 1.017430000000000000e+05 1.028440000000000000e+05 1.030700000000000000e+05 1.016080000000000000e+05 1.026990000000000000e+05
1.050630000000000000e+05 1.049660000000000000e+05 1.046220000000000000e+05 1.042190000000000000e+05 1.039650000000000000e+05 1.056940000000000000e+05 1.046710000000000000e+05 1.036200000000000000e+05 1.042240000000000000e+05 1.044390000000000000e+05
1.054120000000000000e+05 1.069670000000000000e+05 1.055950000000000000e+05 1.067000000000000000e+05 1.072970000000000000e+05 1.068810000000000000e+05 1.067040000000000000e+05 1.049220000000000000e+05 1.066110000000000000e+05 1.064700000000000000e+05
1.070310000000000000e+05 1.077900000000000000e+05 1.068220000000000000e+05 1.092260000000000000e+05 1.079820000000000000e+05 1.083940000000000000e+05 1.088430000000000000e+05 1.069460000000000000e+05 1.076610000000000000e+05 1.087160000000000000e+05
1.100090000000000000e+05 1.108910000000000000e+05 1.080120000000000000e+05 1.098010000000000000e+05 1.088100000000000000e+05 1.106910000000000000e+05 1.109340000000000000e+05 1.082160000000000000e+05 1.100760000000000000e+05 1.106880000000000000e+05
1.119020000000000000e+05 1.132570000000000000e+05 1.111920000000000000e+05 1.122310000000000000e+05 1.111840000000000000e+05 1.126830000000000000e+05 1.122450000000000000e+05 1.121490000000000000e+05 1.119800000000000000e+05 1.112360000000000000e+05
1.128470000000000000e+05 1.160350000000000000e+05 1.126550000000000000e+05 1.155540000000000000e+05 1.133120000000000000e+05 1.141530000000000000e+05 1.148660000000000000e+05 1.139110000000000000e+05 1.135200000000000000e+05 1.139360000000000000e+05
1.169150000000000000e+05 1.170160000000000000e+05 1.138230000000000000e+05 1.159620000000000000e+05 1.152420000000000000e+05 1.150170000000000000e+05 1.163800000000000000e+05 1.142500000000000000e+05 1.163550000000000000e+05 1.175490000000000000e+05
1.198140000000000000e+05 1.173910000000000000e+05 1.175040000000000000e+05 1.192290000000000000e+05 1.171920000000000000e+05 1.171450000000000000e+05 1.184750000000000000e+05 1.166920000000000000e+05 1.168310000000000000e+05 1.194400000000000000e+05
1.188820000000000000e+05 1.196560000000000000e+05 1.203080000000000000e+05 1.202640000000000000e+05 1.195960000000000000e+05 1.198820000000000000e+05 1.223600000000000000e+05 1.197210000000000000e+05 1.182190000000000000e+05 1.201810000000000000e+05
1.198880000000000000e+05 1.222310000000000000e+05 1.229170000000000000e+05 1.211350000000000000e+05 1.205630000000000000e+05 1.227700000000000000e+05 1.230810000000000000e+05 1.222560000000000000e+05 1.217650000000000000e+05 1.225640000000000000e+05
1.234730000000000000e+05 1.254870000000000000e+05 1.246330000000000000e+05 1.239060000000000000e+05 1.225840000000000000e+05 1.232210000000000000e+05 1.239440000000000000e+05 1.224620000000000000e+05 1.227550000000000000e+05 1.252360000000000000e+05
1.254760000000000000e+05 1.263290000000000000e+05 1.263020000000000000e+05 1.255550000000000000e+05 1.259170000000000000e+05 1.244110000000000000e+05 1.242930000000000000e+05 1.249100000000000000e+05 1.258820000000000000e+05 1.283520000000000000e+05
1.291290000000000000e+05 1.291910000000000000e+05 1.292430000000000000e+05 1.291540000000000000e+05 1.285600000000000000e+05 1.252860000000000000e+05 1.268350000000000000e+05 1.273610000000000000e+05 1.283190000000000000e+05 1.285400000000000000e+05
1.295130000000000000e+05 1.302760000000000000e+05 1.312120000000000000e+05 1.316820000000000000e+05 1.304140000000000000e+05 1.294670000000000000e+05 1.291060000000000000e+05 1.321150000000000000e+05 1.294770000000000000e+05 1.295110000000000000e+05
1.326480000000000000e+05 1.327230000000000000e+05 1.323350000000000000e+05 1.327820000000000000e+05 1.311400000000000000e+05 1.311030000000000000e+05 1.312450000000000000e+05 1.342670000000000000e+05 1.313480000000000000e+05 1.326750000000000000e+05
1.344220000000000000e+05 1.333900000000000000e+05 1.342540000000000000e+05 1.342730000000000000e+05 1.334450000000000000e+05 1.325410000000000000e+05 1.338650000000000000e+05 1.343130000000000000e+05 1.339250000000000000e+05 1.339650000000000000e+05
1.339470000000000000e+05 1.355140000000000000e+05 1.356040000000000000e+05 1.356800000000000000e+05 1.369290000000000000e+05 1.358270000000000000e+05 1.357340000000000000e+05 1.364550000000000000e+05 1.364680000000000000e+05 1.337040000000000000e+05
1.341320000000000000e+05 1.329500000000000000e+05 1.353720000000000000e+05 1.350260000000000000e+05 1.366920000000000000e+05 1.338410000000000000e+05 1.337140000000000000e+05 1.364570000000000000e+05 1.346210000000000000e+05 1.322850000000000000e+05
1.137210000000000000e+05 1.125750000000000000e+05 1.149490000000000000e+05 1.136940000000000000e+05 1.147060000000000000e+05 1.137710000000000000e+05 1.143960000000000000e+05 1.133400000000000000e+05 1.140520000000000000e+05 1.124890000000000000e+05
1.022970000000000000e+05 1.014800000000000000e+05 1.010610000000000000e+05 1.008700000000000000e+05 1.021760000000000000e+05 1.019510000000000000e+05 1.008550000000000000e+05 1.012170000000000000e+05 1.015890000000000000e+05 1.011110000000000000e+05
9.339300000000000000e+04 9.350500000000000000e+04 9.184800000000000000e+04 9.369300000000000000e+04 9.258200000000000000e+04 9.414900000000000000e+04 9.243600000000000000e+04 9.198600000000000000e+04 9.285600000000000000e+04 9.418700000000000000e+04
8.690700000000000000e+04 8.687200000000000000e+04 8.466400000000000000e+04 8.603900000000000000e+04 8.702900000000000000e+04 8.560100000000000000e+04 8.790400000000000000e+04 8.522200000000000000e+04 8.577100000000000000e+04 8.686500000000000000e+04
8.137800000000000000e+04 7.963900000000000000e+04 7.950100000000000000e+04 8.057200000000000000e+04 8.238200000000000000e+04 7.939100000000000000e+04 8.175800000000000000e+04 7.968200000000000000e+04 7.962300000000000000e+04 7.925900000000000000e+04
7.489500000000000000e+04 7.472200000000000000e+04 7.472000000000000000e+04 7.608600000000000000e+04 7.577700000000000000e+04 7.458900000000000000e+04 7.536700000000000000e+04 7.623600000000000000e+04 7.578200000000000000e+04 7.448600000000000000e+04
7.118000000000000000e+04 6.967300000000000000e+04 6.993000000000000000e+04 7.043000000000000000e+04 7.129300000000000000e+04 7.011300000000000000e+04 7.008600000000000000e+04 7.088000000000000000e+04 6.909400000000000000e+04 6.962600000000000000e+04
6.743500000000000000e+04 6.483200000000000000e+04 6.600000000000000000e+04 6.511600000000000000e+04 6.760100000000000000e+04 6.535600000000000000e+04 6.557700000000000000e+04 6.638800000000000000e+04 6.529200000000000000e+04 6.512600000000000000e+04
6.124700000000000000e+04 6.057100000000000000e+04 6.149400000000000000e+04 6.060800000000000000e+04 6.079400000000000000e+04 6.199100000000000000e+04 6.243100000000000000e+04 6.067800000000000000e+04 6.106400000000000000e+04 6.109900000000000000e+04
5.700200000000000000e+04 5.690600000000000000e+04 5.874600000000000000e+04 5.676600000000000000e+04 5.705400000000000000e+04 5.746500000000000000e+04 5.839000000000000000e+04 5.695200000000000000e+04 5.789600000000000000e+04 5.822600000000000000e+04
5.449000000000000000e+04 5.258900000000000000e+04 5.405600000000000000e+04 5.315000000000000000e+04 5.412100000000000000e+04 5.376400000000000000e+04 5.385900000000000000e+04 5.385900000000000000e+04 5.406700000000000000e+04 5.384600000000000000e+04
5.053000000000000000e+04 4.970600000000000000e+04 4.924500000000000000e+04 4.896600000000000000e+04 5.039500000000000000e+04 5.113600000000000000e+04 5.018800000000000000e+04 4.958500000000000000e+04 4.962100000000000000e+04 4.961400000000000000e+04
4.598100000000000000e+04 4.576500000000000000e+04 4.672000000000000000e+04 4.652800000000000000e+04 4.593900000000000000e+04 4.738000000000000000e+04 4.613800000000000000e+04 4.571800000000000000e+04 4.665100000000000000e+04 4.641600000000000000e+04
4.307700000000000000e+04 4.282800000000000000e+04 4.269500000000000000e+04 4.346600000000000000e+04 4.228800000000000000e+04 4.357700000000000000e+04 4.279900000000000000e+04 4.289700000000000000e+04 4.307100000000000000e+04 4.290700000000000000e+04
4.043500000000000000e+04 4.104500000000000000e+04 3.945000000000000000e+04 4.175200000000000000e+04 4.022500000000000000e+04 4.009800000000000000e+04 3.969900000000000000e+04 3.906000000000000000e+04 4.024200000000000000e+04 3.858800000000000000e+04
3.690100000000000000e+04 3.783600000000000000e+04 3.634100000000000000e+04 3.819900000000000000e+04 3.695300000000000000e+04 3.687100000000000000e+04 3.684900000000000000e+04 3.628600000000000000e+04 3.650100000000000000e+04 3.594700000000000000e+04
3.248900000000000000e+04 3.377600000000000000e+04 3.350500000000000000e+04 3.429500000000000000e+04 3.299200000000000000e+04 3.326200000000000000e+04 3.286700000000000000e+04 3.403300000000000000e+04 3.386300000000000000e+04 3.333400000000000000e+04
3.068500000000000000e+04 3.084900000000000000e+04 3.037300000000000000e+04 3.013500000000000000e+04 3.107300000000000000e+04 3.042600000000000000e+04 3.077900000000000000e+04 3.099800000000000000e+04 3.089600000000000000e+04 3.056500000000000000e+04
2.755100000000000000e+04 2.687500000000000000e+04 2.781800000000000000e+04 2.725100000000000000e+04 2.791200000000000000e+04 2.830100000000000000e+04 2.811400000000000000e+04 2.754200000000000000e+04 2.820600000000000000e+04 2.740200000000000000e+04
2.498400000000000000e+04 2.458800000000000000e+04 2.416800000000000000e+04 2.460000000000000000e+04 2.517600000000000000e+04 2.559700000000000000e+04 2.472000000000000000e+04 2.543100000000000000e+04 2.477300000000000000e+04 2.494300000000000000e+04
2.181300000000000000e+04 2.266300000000000000e+04 2.209000000000000000e+04 2.132200000000000000e+04 2.221400000000000000e+04 2.136000000000000000e+04 2.226600000000000000e+04 2.238900000000000000e+04 2.188200000000000000e+04 2.275800000000000000e+04
1.950200000000000000e+04 1.991400000000000000e+04 1.993900000000000000e+04 1.895600000000000000e+04 1.897100000000000000e+04 1.976400000000000000e+04 1.942600000000000000e+04 1.981000000000000000e+04 1.985500000000000000e+04 1.973800000000000000e+04
1.646100000000000000e+04 1.632000000000000000e+04 1.633800000000000000e+04 1.696600000000000000e+04 1.673800000000000000e+04 1.662200000000000000e+04 1.685100000000000000e+04 1.674100000000000000e+04 1.643300000000000000e+04 1.695300000000000000e+04
1.365900000000000000e+04 1.375000000000000000e+04 1.344900000000000000e+04 1.385600000000000000e+04 1.366300000000000000e+04 1.433700000000000000e+04 1.404800000000000000e+04 1.438300000000000000e+04 1.395500000000000000e+04 1.374600000000000000e+04
1.153800000000000000e+04 1.111700000000000000e+04 1.075200000000000000e+04 1.145000000000000000e+04 1.125400000000000000e+04 1.115700000000000000e+04 1.081300000000000000e+04 1.157400000000000000e+04 1.183300000000000000e+04 1.125400000000000000e+04
8.706000000000000000e+03 8.896000000000000000e+03 8.504000000000000000e+03 8.753000000000000000e+03 8.566000000000000000e+03 8.503000000000000000e+03 8.339000000000000000e+03 9.020000000000000000e+03 9.096000000000000000e+03 9.047000000000000000e+03
5.790000000000000000e+03 6.455000000000000000e+03 6.237000000000000000e+03 6.833000000000000000e+03 6.310000000000000000e+03 6.195000000000000000e+03 6.206000000000000000e+03 6.130000000000000000e+03 6.398000000000000000e+03 6.337000000000000000e+03
3.590000000000000000e+03 3.910000000000000000e+03 3.467000000000000000e+03 4.077000000000000000e+03 4.230000000000000000e+03 3.696000000000000000e+03 3.506000000000000000e+03 4.086000000000000000e+03 3.704000000000000000e+03 3.723000000000000000e+03
1.213000000000000000e+03 1.238000000000000000e+03 1.122000000000000000e+03 1.432000000000000000e+03 1.199000000000000000e+03 1.133000000000000000e+03 1.091000000000000000e+03 1.202000000000000000e+03 1.139000000000000000e+03 1.033000000000000000e+03
