    0.10449E-04    0.25865E+02
    0.10459E-04    0.25890E+02
    0.10470E-04    0.25915E+02
    0.10480E-04    0.25941E+02
    0.10491E-04    0.25966E+02
    0.10501E-04    0.25991E+02
    0.10512E-04    0.26016E+02
    0.10522E-04    0.26041E+02
    0.10533E-04    0.26067E+02
    0.10543E-04    0.26092E+02
    0.10554E-04    0.26117E+02
    0.10564E-04    0.26143E+02
    0.10575E-04    0.26168E+02
    0.10586E-04    0.26193E+02
    0.10596E-04    0.26219E+02
    0.10607E-04    0.26244E+02
    0.10617E-04    0.26270E+02
    0.10628E-04    0.26295E+02
    0.10639E-04    0.26321E+02
    0.10649E-04    0.26346E+02
    0.10660E-04    0.26372E+02
    0.10671E-04    0.26397E+02
    0.10681E-04    0.26423E+02
    0.10692E-04    0.26449E+02
    0.10703E-04    0.26474E+02
    0.10713E-04    0.26500E+02
    0.10724E-04    0.26526E+02
    0.10735E-04    0.26552E+02
    0.10746E-04    0.26577E+02
    0.10756E-04    0.26603E+02
    0.10767E-04    0.26629E+02
    0.10778E-04    0.26655E+02
    0.10789E-04    0.26681E+02
    0.10799E-04    0.26707E+02
    0.10810E-04    0.26732E+02
    0.10821E-04    0.26758E+02
    0.10832E-04    0.26784E+02
    0.10843E-04    0.26810E+02
    0.10854E-04    0.26836E+02
    0.10864E-04    0.26862E+02
    0.10875E-04    0.26888E+02
    0.10886E-04    0.26915E+02
    0.10897E-04    0.26941E+02
    0.10908E-04    0.26967E+02
    0.10919E-04    0.26993E+02
    0.10930E-04    0.27019E+02
    0.10941E-04    0.27045E+02
    0.10952E-04    0.27072E+02
    0.10963E-04    0.27098E+02
    0.10974E-04    0.27124E+02
    0.10985E-04    0.27151E+02
    0.10996E-04    0.27177E+02
    0.11007E-04    0.27203E+02
    0.11018E-04    0.27230E+02
    0.11029E-04    0.27256E+02
    0.11040E-04    0.27283E+02
    0.11051E-04    0.27309E+02
    0.11062E-04    0.27336E+02
    0.11073E-04    0.27362E+02
    0.11084E-04    0.27389E+02
    0.11095E-04    0.27415E+02
    0.11106E-04    0.27442E+02
    0.11117E-04    0.27468E+02
    0.11128E-04    0.27495E+02
    0.11139E-04    0.27522E+02
    0.11151E-04    0.27548E+02
    0.11162E-04    0.27575E+02
    0.11173E-04    0.27602E+02
    0.11184E-04    0.27629E+02
    0.11195E-04    0.27656E+02
    0.11207E-04    0.27682E+02
    0.11218E-04    0.27709E+02
    0.11229E-04    0.27736E+02
    0.11240E-04    0.27763E+02
    0.11251E-04    0.27790E+02
    0.11263E-04    0.27817E+02
    0.11274E-04    0.27844E+02
    0.11285E-04    0.27871E+02
    0.11297E-04    0.27898E+02
    0.11308E-04    0.27925E+02
    0.11319E-04    0.27952E+02
    0.11330E-04    0.27979E+02
    0.11342E-04    0.28007E+02
    0.11353E-04    0.28034E+02
    0.11365E-04    0.28061E+02
