# SNR	bias	stderr	conf_int_low	conf_int_high	samples_dir	n_samples
7.336288005157522	0.01866732950195349	0.24121663512137767	6.863512087847682	7.809063922467362	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled0.7-50	500
8.135986180793717	0.021421388627718585	0.2759852719740187	7.595064987461148	8.676907374126285	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled0.75-50	500
9.06691568445922	0.024154547086007838	0.3105284427735638	8.458291120447727	9.675540248470712	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled0.8-50	500
10.201628976242295	0.027300543171781655	0.3501328554960269	9.515381189665916	10.887876762818674	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled0.87-50	500
10.941013138534624	0.02883158044257783	0.36944406983927336	10.216916067347748	11.6651102097215	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled0.93-50	500
10.93172079553179	0.027487380500156533	0.35292505687968956	10.240000394805849	11.623441196257732	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled1.0-50	500
10.204719817720697	0.024899254186532715	0.3197848575940207	9.577953014035147	10.831486621406247	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled1.07-50	500
8.938114405052225	0.022750495644435986	0.28797807899975286	8.37368774187568	9.502541068228771	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled1.13-50	500
7.589194462901712	0.021434010011846638	0.2662436383141436	7.067366520693081	8.111022405110342	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled1.18-50	500
7.372103787903345	0.020581189772896913	0.2563062697311422	6.869752730218498	7.874454845588192	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled1.19-50	500
6.027537006623115	0.015238890830610252	0.19314990512978086	5.648970148951417	6.406103864294813	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled1.25-50	500
3.9791613068690115	0.010186215625857198	0.12998408739512038	3.7243971770112685	4.2339254367267545	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.6/tpcf_void_mock_nowt_R-scaled1.33-50	500
