# SNR	bias	stderr	conf_int_low	conf_int_high	samples_dir	n_samples
4.541350766409119	0.010902700847881697	0.14879557533879387	4.249716797686166	4.832984735132071	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled0.7-50	500
4.931285337657117	0.01179358207365766	0.15950471264435373	4.618661845509774	5.243908829804461	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled0.75-50	500
5.294514058730607	0.012726633305401691	0.17003443814324684	4.96125268383834	5.627775433622875	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled0.8-50	500
5.452772128198206	0.012954044626737549	0.17055740910598072	5.11848574905402	5.787058507342392	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled0.87-50	500
5.208304500140643	0.012742237386821564	0.16799873715018854	4.879033025878062	5.537575974403223	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled0.93-50	500
4.568747396142582	0.011173807923101187	0.151655065373014	4.271508929938407	4.865985862346757	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled1.0-50	500
3.435372632115069	0.009152784432929995	0.12404858409513492	3.1922418749554162	3.6785033892747214	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled1.07-50	500
2.3540630872754607	0.00640905910318601	0.09138402155797158	2.1749536962594043	2.533172478291517	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled1.13-50	500
1.679269459469036	0.00427012913319702	0.06970958471248118	1.542641184055329	1.8158977348827432	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled1.18-50	500
1.5527522763615875	0.003999646293445069	0.06800266489781293	1.419469502309128	1.686035050414047	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled1.19-50	500
0.8387650822715836	0.0018155560689924188	0.050034729274377354	0.7406988149175922	0.9368313496255751	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled1.25-50	500
0.2904966167279091	0.000773546592157226	0.046462290083546354	0.19943220152490576	0.38156103193091245	/home/astro/dforero/scratch/projects/baosystematics/patchy_recon/box1/redshift/smooth/flat_0.2/tpcf_void_mock_nowt_R-scaled1.33-50	492
