    0.101500565307310309E+01    0.135460718080958098E+01    0.224107733679112826E+02    0.926990458037666940E+03   -0.154778444271507478E+02
    0.101794141067250310E+01    0.121578404125055783E+01    0.188885547904620239E+02    0.275031022000818439E+03   -0.127914081816280891E+02
    0.100606824457015076E+01    0.120962768200238502E+01    0.226595509463255809E+02    0.100273261014594300E+04   -0.125136795516921104E+02
    0.101791558373303870E+01    0.575271098059542796E+00    0.143588119450616265E+02    0.674566360134288516E+03   -0.124361862912087560E+02
    0.100498099562581578E+01    0.103213037408205421E+01    0.158253403209236740E+02    0.404328621200200132E+03   -0.123559494639306759E+02
    0.103026103733355212E+01    0.705040384540495779E+00    0.152714834341127279E+02    0.642516993727283989E+03   -0.122034107250608557E+02
    0.100066267083379246E+01    0.630963289822407125E+00    0.118390515679938861E+02    0.754859154964724212E+03   -0.120708319669709248E+02
    0.102523655505323430E+01    0.136926948876829213E+01    0.195458304005186925E+02    0.304739561321599012E+03   -0.120560097695389334E+02
    0.974728307510333236E+00    0.426978143376974928E+00    0.117606039811839072E+02    0.110501151010711556E+04   -0.119942422908173647E+02
    0.991845942830399174E+00    0.874582092201045214E+00    0.144702333513567467E+02    0.429712456292433444E+03   -0.118666971836469841E+02
    0.103566854260188146E+01    0.719727646277808053E+00    0.128377093430027660E+02    0.387991375724168620E+03   -0.115988337922747515E+02
    0.102755163598280985E+01    0.948267756405882567E+00    0.702833555791280773E+01    0.845375991414930468E+02   -0.115825933818074986E+02
    0.100228157145986252E+01    0.890456847611433400E+00    0.180380386451025885E+02    0.740789972159922172E+03   -0.115271692010406994E+02
    0.102230576978294208E+01    0.112709055684161896E+01    0.178552151271460922E+02    0.424289774376467449E+03   -0.114206544991906611E+02
    0.805583614734701636E+00    0.126132555855547990E+01    0.990232789454034545E+01   -0.122193705475252614E+03   -0.113689312495339170E+02
    0.103673481314505822E+01    0.121671782079820678E+01    0.138077117715793296E+02    0.738006875773342017E+02   -0.112265740200944819E+02
    0.101262001676331170E+01    0.105551803215671680E+01    0.181926196228539858E+02    0.419353659859106301E+03   -0.111946757307872140E+02
    0.100692232511103530E+01    0.715199456006006873E+00    0.147107503943697022E+02    0.434280910642987465E+03   -0.110791821211034822E+02
    0.101292159814704674E+01    0.931486708974952782E+00    0.178910444622111910E+02    0.684428245758877665E+03   -0.110274566083947452E+02
    0.102993771277318857E+01    0.102544764305983294E+01    0.158922986498223402E+02    0.300778322861499646E+03   -0.109099752255716638E+02
    0.102277253817315339E+01    0.705506290879903686E+00    0.150236479511717587E+02    0.573589887677294200E+03   -0.107633627718943412E+02
    0.103353837525446135E+01    0.146188361260358901E+01    0.123827713962911563E+02    0.294070211704984104E+02   -0.107631013488005092E+02
    0.100286654443084133E+01    0.679278845200580017E+00    0.148470031079488116E+02    0.543982320561522783E+03   -0.104830209312846439E+02
    0.988427088263878595E+00    0.553746935226167025E+00    0.141708508607665156E+02    0.879691961956709520E+03   -0.104484698333798320E+02
    0.101335665859189672E+01    0.552743183737560484E+00    0.116850407004292016E+02    0.433077149686087751E+03   -0.104157905157169015E+02
    0.102041503978857562E+01    0.508093417482997411E+00    0.112513337501783965E+02    0.101246375490946093E+04   -0.103490675731192052E+02
    0.101614614533414804E+01    0.756573648008010413E+00    0.151706185055263774E+02    0.471045906975654816E+03   -0.102931404218395262E+02
    0.979404277024982006E+00    0.323893365189233007E+00    0.805901028697745403E+01    0.110779864941509504E+04   -0.100867073398833398E+02
    0.103566663955948401E+01    0.127858491670527163E+01    0.121925216271420762E+02    0.627629001276200142E+02   -0.983374681898607683E+01
    0.101010880392049462E+01    0.125408510874203638E+01    0.132020720341220361E+02    0.111046298254051408E+03   -0.980382029008437961E+01
    0.102887635404316602E+01    0.455323497112122499E+00    0.103542820933722801E+02    0.820272023871048532E+03   -0.977709361404813748E+01
    0.100932835618540007E+01    0.107489716798032520E+01    0.162049855333702340E+02    0.282175201159137032E+03   -0.974165392279446252E+01
    0.825555936385700795E+00    0.174863831228741584E+01    0.113334620869977840E+02   -0.125014039780903431E+03   -0.971484687548127290E+01
    0.997679524778789406E+00    0.492321734597518823E+00    0.707939818545123245E+01    0.483104094638853439E+03   -0.960273964146080061E+01
    0.101110223838455537E+01    0.671245793368542287E+00    0.158729522946679396E+02    0.901799783038467012E+03   -0.958727323619966043E+01
    0.101072992887734459E+01    0.711133292345835555E+00    0.158542160343218637E+02    0.742695226012315288E+03   -0.954056200324744630E+01
    0.997000720181058453E+00    0.666720940913583693E+00    0.150672322699512957E+02    0.759410819631040340E+03   -0.948937839243545866E+01
    0.102358951838723988E+01    0.775103779474790033E+00    0.145753335220507232E+02    0.468740550936388445E+03   -0.945818170558874449E+01
    0.102385145860604942E+01    0.750312658339909344E+00    0.142826435129012381E+02    0.562451466156656807E+03   -0.939911624434883741E+01
    0.986433189048752768E+00    0.652769474446567965E+00    0.121422774045964097E+02    0.577106493128719876E+03   -0.938366578306502319E+01
    0.992444721281042774E+00    0.701864807289373283E+00    0.117240323466748944E+02    0.243779406684266405E+03   -0.933517479596085131E+01
    0.100459785410065439E+01    0.724425151162967129E+00    0.110759700392692668E+02    0.178127189568455606E+03   -0.931703888562169880E+01
    0.996745334591814469E+00    0.658792323021570647E+00    0.146046893858688485E+02    0.651549136357891030E+03   -0.931300994079321676E+01
    0.989171696950513102E+00    0.630849671432641701E+00    0.131887686231780084E+02    0.709552490707136940E+03   -0.929742489793832760E+01
    0.102166414188854504E+01    0.694418930419041236E+00    0.144209771148478811E+02    0.685342194099915787E+03   -0.928623641585789272E+01
    0.102613486078587579E+01    0.661674319374808473E+00    0.130185964985825890E+02    0.620477490735716628E+03   -0.928583711838549064E+01
