1.02117 0.007689 0.69485 0.073068 7.44580 1.302518 25.428221 -23.177033 out/BAOfit_CATALPTCICz0.466G960S1005638091_zspace.VOID.R-15.6-50.dat
0.99067 0.008079 0.54596 0.044881 4.12088 1.416179 27.405751 -23.734452 out/BAOfit_CATALPTCICz0.466G960S1010008301_zspace.VOID.R-15.6-50.dat
1.02767 0.008200 0.62906 0.093862 8.02919 1.906959 12.007390 -15.584775 out/BAOfit_CATALPTCICz0.466G960S1016650678_zspace.VOID.R-15.6-50.dat
1.01404 0.016156 0.60531 0.091879 6.75196 1.920393 22.163983 -19.361601 out/BAOfit_CATALPTCICz0.466G960S1019876248_zspace.VOID.R-15.6-50.dat
0.99759 0.009610 0.60796 0.046044 5.55028 1.102218 22.560648 -21.312335 out/BAOfit_CATALPTCICz0.466G960S1023560380_zspace.VOID.R-15.6-50.dat
0.98827 0.008977 0.64302 0.041107 6.72091 0.867590 25.550082 -23.189030 out/BAOfit_CATALPTCICz0.466G960S1028968541_zspace.VOID.R-15.6-50.dat
1.00216 0.017530 0.58661 0.080036 6.97177 1.785811 22.625710 -19.858279 out/BAOfit_CATALPTCICz0.466G960S1029148515_zspace.VOID.R-15.6-50.dat
0.97629 0.010034 0.64060 0.042094 6.72025 0.924784 31.745820 -25.977247 out/BAOfit_CATALPTCICz0.466G960S1036580043_zspace.VOID.R-15.6-50.dat
1.02675 0.008629 0.66980 0.080864 6.45614 1.620674 38.048310 -28.950673 out/BAOfit_CATALPTCICz0.466G960S1038702849_zspace.VOID.R-15.6-50.dat
0.99966 0.013088 0.64162 0.056394 6.51518 1.122592 35.609873 -28.346577 out/BAOfit_CATALPTCICz0.466G960S1043428010_zspace.VOID.R-15.6-50.dat
0.98341 0.009546 0.53645 0.045816 5.13269 1.293078 31.479983 -25.335565 out/BAOfit_CATALPTCICz0.466G960S1043834222_zspace.VOID.R-15.6-50.dat
1.01425 0.011353 0.63880 0.067125 6.38142 1.349800 25.366898 -22.833644 out/BAOfit_CATALPTCICz0.466G960S1047385959_zspace.VOID.R-15.6-50.dat
1.01745 0.012137 0.63871 0.083912 7.69401 1.670995 26.186473 -22.588478 out/BAOfit_CATALPTCICz0.466G960S1052114297_zspace.VOID.R-15.6-50.dat
1.00178 0.012599 0.53197 0.057700 6.22907 1.473305 16.829558 -17.350275 out/BAOfit_CATALPTCICz0.466G960S1057271749_zspace.VOID.R-15.6-50.dat
0.98577 0.008480 0.55856 0.042527 5.28843 1.107624 17.684089 -18.750133 out/BAOfit_CATALPTCICz0.466G960S1067749740_zspace.VOID.R-15.6-50.dat
1.03651 0.004588 0.84888 0.110154 10.42131 1.596031 22.039200 -21.091186 out/BAOfit_CATALPTCICz0.466G960S1070802123_zspace.VOID.R-15.6-50.dat
