0.250 3.919 4.334 1.642
0.750 3.427 3.107 0.871
1.250 3.195 2.802 0.793
1.750 3.117 2.678 0.739
2.250 3.057 2.595 0.709
2.750 2.965 2.448 0.645
3.250 2.857 2.293 0.593
3.750 2.764 2.157 0.542
4.250 2.659 2.009 0.494
4.750 2.556 1.865 0.442
5.250 2.455 1.723 0.394
5.750 2.361 1.595 0.352
6.250 2.263 1.470 0.318
6.750 2.177 1.355 0.280
7.250 2.090 1.245 0.250
7.750 2.009 1.142 0.221
8.250 1.933 1.048 0.196
8.750 1.859 0.958 0.174
9.250 1.792 0.875 0.152
9.750 1.724 0.797 0.135
10.250 1.661 0.724 0.120
10.750 1.600 0.655 0.106
11.250 1.542 0.590 0.094
11.750 1.486 0.531 0.085
12.250 1.432 0.473 0.075
12.750 1.380 0.419 0.068
13.250 1.330 0.368 0.062
13.750 1.281 0.320 0.057
14.250 1.233 0.274 0.053
14.750 1.187 0.231 0.051
15.250 1.142 0.190 0.049
15.750 1.098 0.150 0.049
16.250 1.056 0.113 0.049
16.750 1.014 0.079 0.050
17.250 0.974 0.046 0.052
17.750 0.934 0.015 0.054
18.250 0.896 -0.015 0.058
18.750 0.859 -0.042 0.061
19.250 0.822 -0.068 0.066
19.750 0.787 -0.093 0.071
20.250 0.753 -0.116 0.076
20.750 0.719 -0.137 0.082
21.250 0.687 -0.157 0.089
21.750 0.655 -0.176 0.096
22.250 0.624 -0.193 0.103
22.750 0.594 -0.209 0.110
23.250 0.565 -0.224 0.118
23.750 0.537 -0.238 0.126
24.250 0.510 -0.250 0.134
24.750 0.484 -0.262 0.142
25.250 0.458 -0.272 0.150
25.750 0.434 -0.282 0.159
26.250 0.411 -0.291 0.168
26.750 0.388 -0.298 0.177
27.250 0.366 -0.305 0.185
27.750 0.344 -0.311 0.194
28.250 0.325 -0.317 0.204
28.750 0.305 -0.322 0.212
29.250 0.286 -0.326 0.222
29.750 0.269 -0.329 0.229
30.250 0.251 -0.332 0.239
30.750 0.235 -0.335 0.247
31.250 0.220 -0.338 0.256
31.750 0.205 -0.342 0.267
32.250 0.192 -0.344 0.275
32.750 0.178 -0.346 0.285
33.250 0.165 -0.347 0.292
33.750 0.154 -0.350 0.302
34.250 0.143 -0.354 0.314
34.750 0.133 -0.362 0.330
35.250 0.124 -0.366 0.341
35.750 0.115 -0.369 0.350
36.250 0.106 -0.374 0.361
36.750 0.100 -0.396 0.394
37.250 0.087 -0.401 0.414
37.750 0.082 -0.404 0.420
38.250 0.079 -0.424 0.444
38.750 0.073 -0.461 0.499
39.250 0.066 -0.482 0.533
39.750 0.054 -0.517 0.590
40.250 0.033 -0.563 0.677
40.750 0.036 -0.619 0.739
41.250 0.038 -0.683 0.814
41.750 -0.044 -0.875 1.182
42.250 -0.022 -0.987 1.280
42.750 -0.121 -1.205 1.717
43.250 -0.086 -1.253 1.700
43.750 -0.338 -2.467 3.548
