# 1000 files taken into account in cap cbz
# alpha p_of_alpha
# alpha_mean = 1.00196
# alpha_std = 0.05429
# alpha_meanstd = 0.12873
8.563692499999999708e-01 8.932559178204444450e-01 1.721297803402776494e-01
8.597277500000000128e-01 2.977519726068246775e-01 1.932395266665667133e-01
8.630862499999999438e-01 0.000000000000000000e+00 2.163398288612667919e-01
8.664447499999999858e-01 2.977519726068246775e-01 2.441982105701014372e-01
8.698032499999999168e-01 0.000000000000000000e+00 2.796671874027760185e-01
8.731617499999999588e-01 0.000000000000000000e+00 3.250571485955561224e-01
8.765202500000000008e-01 0.000000000000000000e+00 3.817780442406910058e-01
8.798787499999999318e-01 5.955039452136295930e-01 4.503851457390055102e-01
8.832372499999999738e-01 5.955039452136295930e-01 5.309765661768391931e-01
8.865957500000000158e-01 1.191007890427298710e+00 6.237303813158133758e-01
8.899542499999999468e-01 0.000000000000000000e+00 7.293185832473194630e-01
8.933127499999999888e-01 8.932559178204738659e-01 8.490167952221422398e-01
8.966712499999999197e-01 2.977519726068147965e-01 9.844943636104394047e-01
9.000297499999999618e-01 1.488759863034073927e+00 1.137427751222799266e+00
9.033882500000000038e-01 5.955039452136493550e-01 1.309149602879549512e+00
9.067467499999999347e-01 1.786511835640888890e+00 1.500499343683814768e+00
9.101052499999999768e-01 1.488759863034073927e+00 1.711914450468525528e+00
9.134637500000000188e-01 1.786511835640947732e+00 1.943663486712830402e+00
9.168222499999999497e-01 2.382015780854518372e+00 2.196031910314521163e+00
9.201807499999999918e-01 1.786511835640947732e+00 2.469255737294587139e+00
9.235392499999999227e-01 2.382015780854518372e+00 2.763056821952516451e+00
9.268977499999999647e-01 2.977519726068147854e+00 3.075760795445165119e+00
9.302562500000000068e-01 3.870775643888720641e+00 3.403163204583463664e+00
9.336147499999999377e-01 3.573023671281777780e+00 3.737510491275328306e+00
9.369732499999999797e-01 2.382015780854597420e+00 4.067092744331445964e+00
9.403317499999999107e-01 3.573023671281777780e+00 4.376900038691677430e+00
9.436902499999999527e-01 7.443799315170369191e+00 4.650528660875129283e+00
9.470487499999999947e-01 6.550543397350142349e+00 4.873116808834403457e+00
9.504072499999999257e-01 5.955039452136295708e+00 5.034724554512459704e+00
9.537657499999999677e-01 5.657287479529481189e+00 5.133422893154600430e+00
9.571242500000000097e-01 3.870775643888720641e+00 5.177459151356668343e+00
9.604827499999999407e-01 7.146047342563555560e+00 5.186097060229388767e+00
9.638412499999999827e-01 5.955039452136295708e+00 5.188910759858615052e+00
9.671997500000000247e-01 4.168527616495544486e+00 5.223364442777659100e+00
9.705582499999999557e-01 4.764031561709036744e+00 5.330526422910967455e+00
9.739167499999999977e-01 4.168527616495544486e+00 5.548937297274726177e+00
9.772752499999999287e-01 3.573023671281777780e+00 5.907098286416263555e+00
9.806337499999999707e-01 2.679767753461332891e+00 6.415697371507207869e+00
9.839922500000000127e-01 5.061783534316018240e+00 7.061288398561988977e+00
9.873507499999999437e-01 5.359535506922665782e+00 7.803358685099488490e+00
9.907092499999999857e-01 8.634807205597914148e+00 8.576340912337922617e+00
9.940677499999999167e-01 1.131457495905896238e+01 9.297137704837135530e+00
