4.467340000000000200e-03 1.011037500000000000e+05 1.049376200000000244e+05 9.480000000000000000e+02
1.088880000000000230e-02 1.354373999999999942e+05 1.392138999999999942e+05 4.938000000000000000e+03
1.731020000000000128e-02 1.435647999999999884e+05 1.472316000000000058e+05 1.239000000000000000e+04
2.373159999999999506e-02 1.358425000000000000e+05 1.393723999999999942e+05 2.307000000000000000e+04
3.015299999999999231e-02 1.240023000000000029e+05 1.273835000000000000e+05 3.688200000000000000e+04
3.657439999999999997e-02 1.130523000000000029e+05 1.162746999999999971e+05 5.489400000000000000e+04
4.299580000000000762e-02 1.027340000000000000e+05 1.057961000000000058e+05 7.522200000000000000e+04
4.941729999999999734e-02 9.391429000000000815e+04 9.681241999999999825e+04 9.918600000000000000e+04
5.583870000000000500e-02 8.648917000000001281e+04 8.921905000000000291e+04 1.267260000000000000e+05
6.226009999999999878e-02 8.042977999999999884e+04 8.298385000000000582e+04 1.585920000000000000e+05
6.868150000000002031e-02 7.524437999999999010e+04 7.761794000000001688e+04 1.909020000000000000e+05
7.510289999999998634e-02 7.070945999999999185e+04 7.289931000000001222e+04 2.299180000000000000e+05
8.152429999999999399e-02 6.687936000000001513e+04 6.887829999999998836e+04 2.702820000000000000e+05
8.794570000000000165e-02 6.340027999999999156e+04 6.520734000000000378e+04 3.158460000000000000e+05
9.436719999999999831e-02 6.040444000000000233e+04 6.201307999999999447e+04 3.618420000000000000e+05
1.007889999999999897e-01 5.788532000000000698e+04 5.928569999999999709e+04 4.127580000000000000e+05
1.072099999999999997e-01 5.533484000000000378e+04 5.653536000000000058e+04 4.679580000000000000e+05
1.136310000000000098e-01 5.319353000000000611e+04 5.418358999999998923e+04 5.244660000000000000e+05
1.200529999999999931e-01 5.120686000000000058e+04 5.198556000000000495e+04 5.871000000000000000e+05
1.264740000000000031e-01 4.935640000000000873e+04 4.992323999999999796e+04 6.508740000000000000e+05
1.328959999999999586e-01 4.757273999999999796e+04 4.793143999999999505e+04 7.186140000000000000e+05
1.393169999999999686e-01 4.587208999999999651e+04 4.602558000000000175e+04 7.877340000000000000e+05
1.457379999999999787e-01 4.435697000000000116e+04 4.429995000000000437e+04 8.647620000000000000e+05
