0.750 0.240 -1.692 2.460
1.250 0.659 -2.205 2.555
1.750 0.868 -2.451 2.598
2.250 0.608 -1.868 2.270
2.750 0.734 -1.932 2.213
3.250 0.584 -1.499 1.927
3.750 0.502 -1.187 1.698
4.250 0.508 -1.045 1.550
4.750 0.321 -0.574 1.264
5.250 0.239 -0.296 1.066
5.750 0.280 -0.252 0.981
6.250 0.258 -0.104 0.853
6.750 0.291 -0.064 0.780
7.250 0.275 0.056 0.675
7.750 0.281 0.130 0.594
8.250 0.301 0.179 0.524
8.750 0.316 0.232 0.456
9.250 0.354 0.238 0.411
9.750 0.400 0.230 0.373
10.250 0.461 0.190 0.351
10.750 0.507 0.177 0.318
11.250 0.563 0.141 0.296
11.750 0.604 0.132 0.264
12.250 0.696 0.032 0.272
12.750 0.761 -0.023 0.261
13.250 0.829 -0.081 0.251
13.750 0.915 -0.175 0.258
14.250 0.983 -0.237 0.251
14.750 1.075 -0.342 0.264
15.250 1.175 -0.462 0.284
15.750 1.283 -0.598 0.311
16.250 1.383 -0.719 0.332
16.750 1.502 -0.873 0.367
17.250 1.619 -1.028 0.404
17.750 1.758 -1.219 0.456
18.250 1.880 -1.380 0.495
18.750 2.036 -1.602 0.561
19.250 2.149 -1.750 0.596
19.750 2.296 -1.960 0.658
20.250 2.464 -2.204 0.734
20.750 2.606 -2.404 0.792
21.250 2.788 -2.674 0.881
21.750 2.954 -2.917 0.957
22.250 3.111 -3.145 1.029
22.750 3.332 -3.483 1.147
23.250 3.540 -3.801 1.257
23.750 3.737 -4.101 1.360
24.250 3.946 -4.420 1.471
24.750 4.178 -4.781 1.601
25.250 4.385 -5.096 1.710
25.750 4.598 -5.428 1.828
26.250 4.841 -5.807 1.967
26.750 5.084 -6.190 2.108
27.250 5.363 -6.636 2.276
27.750 5.632 -7.065 2.437
28.250 5.914 -7.510 2.604
28.750 6.185 -7.939 2.763
29.250 6.439 -8.344 2.916
29.750 6.670 -8.707 3.050
30.250 7.048 -9.324 3.293
30.750 7.313 -9.742 3.449
31.250 7.733 -10.426 3.719
31.750 7.999 -10.843 3.875
32.250 8.441 -11.565 4.162
32.750 8.874 -12.280 4.449
33.250 9.295 -12.951 4.710
33.750 9.522 -13.294 4.832
34.250 10.212 -14.441 5.303
34.750 10.569 -14.998 5.514
35.250 11.255 -16.075 5.932
35.750 11.727 -16.852 6.248
36.250 12.468 -18.052 6.731
36.750 13.453 -19.626 7.356
37.250 14.111 -20.709 7.800
37.750 14.852 -21.791 8.190
38.250 15.991 -23.539 8.859
38.750 14.990 -21.736 8.060
39.250 17.710 -26.260 9.938
39.750 20.694 -31.083 11.893
40.250 21.816 -32.587 12.387
40.750 21.329 -31.299 11.669
41.250 20.651 -30.019 11.087
41.750 21.412 -31.386 11.704
42.250 19.919 -28.326 10.226
42.750 26.524 -40.020 15.377
43.250 33.546 -51.138 19.792
43.750 56.940 -88.365 34.645
44.250 65.690 -101.439 39.524
44.750 66.503 -99.201 37.354
45.250 44.737 -62.456 21.864
45.750 180.272 -294.462 120.831
