    0.102344647909992825E+01    0.603258560944869071E+00    0.136887395735890767E+02    0.959405770915084076E+03   -0.129252820970138060E+02
    0.102319984354210836E+01    0.889005711025085188E+00    0.126018234019776489E+02    0.204650968271069814E+03   -0.124314979593907040E+02
    0.102849260268993881E+01    0.655543138051041252E+00    0.104763031947938803E+02    0.329757128706633921E+03   -0.122672845222902556E+02
    0.983128629610648730E+00    0.868588792212219518E+00    0.895670274107606978E+01    0.778224407781856371E+02   -0.117579125692404247E+02
    0.989680191453722324E+00    0.844524998829345841E+00    0.121827211456663687E+02    0.217870258831449064E+03   -0.114677659539838466E+02
    0.100345842127188467E+01    0.651145305688991538E+00    0.593668524952237409E+01    0.113247081500440572E+03   -0.110359574381155205E+02
    0.997620447976645952E+00    0.674675481049704207E+00    0.103281445409360693E+02    0.562465453247461937E+03   -0.108281359299114595E+02
    0.982007602092743181E+00    0.475374838915026243E+00    0.116119392713532363E+02    0.913683696030778947E+03   -0.107146511013812873E+02
    0.101877363020754963E+01    0.689832271938973118E+00    0.134121676832497094E+02    0.649119123072096500E+03   -0.106626719269633554E+02
    0.102531839731550445E+01    0.742345369767394070E+00    0.108743909130182068E+02    0.266175196042287325E+03   -0.105231889780343604E+02
    0.101438414851556713E+01    0.583111160084570201E+00    0.919144172983888552E+01    0.632105304064450138E+03   -0.103164470385488425E+02
    0.100680105084632499E+01    0.749340985639550317E+00    0.110773182314232539E+02    0.489264531031552224E+03   -0.103020925637581158E+02
    0.100776087246381540E+01    0.362148997722477606E+00    0.710690719078019573E+01    0.102239956443711390E+04   -0.102855937929710528E+02
    0.102288191748457336E+01    0.481358305830394961E+00    0.103329953839503563E+02    0.725648832686045353E+03   -0.102775883635195662E+02
    0.100505360845092340E+01    0.675005695450415555E+00    0.882004493558654090E+01    0.167574585381973748E+03   -0.102209829269171131E+02
    0.101875548558037643E+01    0.106486620005223243E+01    0.111448140297304086E+02    0.176981429623295298E+03   -0.101075733040137656E+02
    0.980144183743880903E+00    0.485573408537709528E+00    0.100395953589204083E+02    0.613413135264250286E+03   -0.100987299439003024E+02
    0.985586228403483311E+00    0.446033898983930199E+00    0.753775242080948704E+01    0.731430607607274396E+03   -0.100688835324032233E+02
    0.101603507205746224E+01    0.938695111017639361E+00    0.900057555792849762E+01    0.187167619154746717E+03   -0.996714770813028217E+01
    0.102571496051361377E+01    0.770515287729266252E+00    0.951949673871638069E+01    0.178995586353820954E+03   -0.993104328289413729E+01
    0.102436970765458946E+01    0.731992860133291012E+00    0.116179619676241259E+02    0.441288334534165415E+03   -0.988730972229501148E+01
    0.980055925576707176E+00    0.786091651915349576E+00    0.839882282806405200E+01    0.209203141339623471E+03   -0.986153416403326588E+01
    0.101864253438481045E+01    0.549906221773735826E+00    0.121345452786634063E+02    0.777665008591827018E+03   -0.978994606655055932E+01
    0.102138092048105933E+01    0.615878473104865876E+00    0.997383151051107042E+01    0.351395063727872639E+03   -0.969307150218428504E+01
    0.997887735019368893E+00    0.669604223796852138E+00    0.595354431917480031E+01    0.198556336360965361E+03   -0.963998965351532355E+01
    0.102166783133118866E+01    0.802186678659363661E+00    0.921472979472311593E+01    0.272393498155634006E+03   -0.959918364457288398E+01
    0.988761582844115194E+00    0.594812011416277375E+00    0.117099889755966551E+02    0.768703882069352403E+03   -0.953749938602956071E+01
    0.983795456625417564E+00    0.630771136320224413E+00    0.103018115381311368E+02    0.536691701884032000E+03   -0.944427883180015826E+01
